subject,with_brown_rules,prompt_type,poem_text
memory & nostalgia,TRUE,general,"
Silent faces in the mirror’s haze, 
Echoes of laughter fade and phase— 
A blue note lingers, longing’s tune, 
Memory bends, its shadow’s new. 
Glass holds moments, blurred with time, 
Each recall a ghostly chime. 
Yet longing stirs, a restless plea— 
Nostalgia blooms in sorrow’s tree. 
Night’s old melody, half-remembered, 
Drifts between what was and what is said. 
In echoes where I once was known, 
The past returns, but I’m alone. 
Still, in the ache, I find the light— 
Memory and longing hold the night."
memory & nostalgia,TRUE,figurative,"
After the glass shatters, silence sings, 
Bittersweet notes in the cold air— 
A melody tangled, broken strings 
Drip echoes that time can’t wear. 

Echoes of laughter, half-forgotten, 
Where sunlight lingers on empty seats. 
Each shadow carries what is forgotten, 
Yet shadows dance with what we repeat. 

Night hums a tune the heart forgets, 
But ache remembers every beat. 
Shadows whisper where the daylight sets, 
A slow river of longing, never met. 

The past bleeds into the present slow, 
In every chord, a note we once knew— 
Torn between the here and the gone’s glow, 
We hold what the wind has made new. 

Here, there; there, was. We echo, we flow, 
And the river of what was learns to renew."
memory & nostalgia,TRUE,specific,"
 Cracked mirror, attic dust and faded blue, 
 Blue turns to gold, but memories refuse. 
 Gold memory, yet the glass is old— 
 Old glass remembers what we never told. 
 Each shard a story, fractured, sly, 
 Stories echo where hope grows dim. 
 Echoes whisper, soft as midnight sighs, 
 Sighs for moments lost, but still we grim. 
 Reflection blurs, but the past is near, 
 Near the ache of what is almost here. 
 Here and there, we gaze and never see 
 Ourselves, but fragments are our plea. 
 Plea for what the mirror once revealed— 
 Reveal it now: the mirror’s gentle field."
men & women,TRUE,general,"

Shadows dance where the two worlds collide, 
A woman’s laughter, a man’s low confide. 
Yet mirrors split what love can’t decide— 
Two masks for one soul still denied. 

He sings the night in a worn-out key, 
She writes the dawn in whispers, free. 
But both draw lines where the boundaries bleed— 
A river bent by the hands we need. 

Time presses down, a heavy chain, 
Her gaze holds storms in a silver rain. 
His silence, thunder under skin, 
Her words: a flood that will not begin. 

We loop, repeat what the past has spun— 
Each voice rewrites the story begun. 
Echoes call in the fractured air, 
Love’s tension bends but does not despair. 

We stand where the old and the new align— 
The same, yet different, in every line. 
 
Shadows dance where the two worlds collide 
"
men & women,TRUE,figurative,"
Dark as midnight, silent as the tide, 
A shadow moves where light can’t reside. 
Breath caught in glass—frozen, yet aware, 
A whisper trembles in the air. 

Tide shifts, the current calls my name, 
A woman’s laughter breaks the frame. 
A pulse beneath the weathered stone— 
My heart remembers what it’s known. 

Echoes bend the threadbare tale, 
Her sorrow weaves through mine, prevails. 
Steel in her glance, softness in my breath— 
Two rivers running to the same depth. 

Night hums a melody, old as time, 
Twisted notes of longing, rhyme and chime. 
Love’s ghost in the cracks where we collide— 
In mirrored longing, we are denied. 

Yet in the mirror’s edge I see her face— 
A storm and solace in the same space. 
We dance the ache, step by uncertain step, 
Two hearts bound by the dusk we keep. 

The river bends, the moon takes flight, 
We echo in the silent, starlit night. 
A question spun, a question left unsaid— 
In every answer, loss is bled. 

We mirror, blur the line between 
This ache of being—neither starting, neither ending. 
Dark as midnight, silent as the tide."
men & women,TRUE,specific,"A fractured face in silent glass— 
She sees him, he is nowhere; 
A mirror’s ache, a whisper’s pause, 
The space where eyes once met, where air 
Could have been enough— 
But broken light, a borrowed gaze, 
A question no one asked aloud. 

Her reflection, his memory’s cost. 
 

A question, half a word unsaid— 
The silver splits with every touch; 
His thumb presses; her regret is shed 
In droplets trembling, glinting much. 
 

A moment captured, sharp and thin— 
Can it show both hearts, or just one? 
The cracks invite a second in. 
 

They meet again, the mirror run. 
 

The glass remembers every bend— 
A man’s confusion, a woman’s grace— 
Yet in its shiver, time is spent 
Searching for the face that time erase. 
"
mythology & folklore,TRUE,general,"
Myth roots twist in the shadowed soil, 
Stories rise where the darkness coils— 
A river’s cry in a forgotten tale, 
Echoes call through the wolf’s cold howls. 

Tales echo back, but change their hue, 
A serpent’s tongue renews the old guise. 
Legends bleed into new sorcery— 
Blood and starlight fuse in the night’s disguise. 

Whispers of giants in the trembling mist, 
Folklore’s heart beats, a restless drum. 
Each myth’s mouth, a door to hidden truths 
Where forgotten gods still murmur from the hum. 

Fables ache with the wounds they recount, 
Sorrows spun from the spider’s silk thread. 
We are the children of old, reborn each time— 
A myth we wear, the tales we’re bled from. 

Myth roots twist in the shadowed soil,"
mythology & folklore,TRUE,figurative,"
Night’s ancient tongue hums tales in the dark, 
A spider’s web whispers the ageless spark, 
Shadowed threads bind heroes to silent fate, 
Yet laughter blooms in forgotten debate. 

Fables twist, monsters wear borrowed guise, 
Coyotes howl warnings through starlit skies, 
Each story a wound the wind can sew— 
A river’s ghost in a child’s old dew. 

Blood and breath sing of gods on the plain, 
A wolf’s old song licks the edge of rain, 
Iron shoes shuffle in emerald mist, 
Where forgotten kings dance in the mist. 

Whispered names linger in every stone— 
A child’s breath stirs the roots down below, 
Echoes claim the world as their own, 
A thousand voices sing the same slow. 

Night repeats the first in its cold refrain, 
And hope is the spider’s own twisted chain."
mythology & folklore,TRUE,specific,"
Ceramic owl, silent guardian of the hearth's old flame, 
Moonlight etches its hollow eyes with haunted aim. 
Hearth, your warmth now cold in shadow's whispering claim— 
A hollow gaze returns, silent as a name. 

Name etched in dust where ancient hands once played, 
A fable's promise lost in every splintered shade. 
Fable whispers, fractured, through the evening's grey, 
Yet memory still hums, a ghost in the stayed. 

Folklore's breath lingers in the cracked tile's grain, 
Unseen hands once shaped the terror of pain. 
Now dust remembers, but the story remains— 
A tale that echoes, unbroken by rain. 

Owl's gaze meets silence, the past in its wings, 
And the hearth, though cold, holds the echo of things. 
In broken tales and silent stone, the truth takes wing— 
And the owl watches, while the fire still sings."
nature,TRUE,general,"Tumbling leaves whisper ancient blue, 
A storm’s sigh melts the silent dew. 
Moss and stone, their silent pact— 
Roots entwine, refuse to break that.

Branches bow, the wind’s slow claim, 
Reflections bloom in liquid flame. 
Mountains sigh in distant grey, 
Yet rivers sing their urgent way.

Thorns protect what the light does see, 
Yet shadows weave their wild mystery. 
Sap and frost—each other’s refrain— 
Life and decay in balance remain.

Cicadas hum a summer hymn, 
But winter’s breath grows sharp and grim. 
The earth remembers what it’s sown, 
A green heartbeat beneath the moon.

In the hush where light and dark contend, 
Nature’s pulse echoes, never ends— 
For roots and sky in endless trade 
Find beauty tangled in the shade.
"
nature,TRUE,figurative,"
Gentle rivers hum a low refrain 
Stone roots recall the sky’s refrain 
In their silent pulse, I hear the tune 
A rusted leaf, forgotten, croons 

A storm’s blue sigh on the green skin 
Moonlight stitches night to the wind’s din 
Shadows stretch where the grass has grown— 
They dance alone, yet never alone 

The mountain’s sigh, a low harmonica 
Breathes through pines in a languid aria 
Wind writes a letter on trembling pine 
Each branch a note in the twilight’s sign 

Clouds drift slow, a mournful melody 
Holding dusk in their shifting melody 
Waters run slow, a slow blues refrain 
Echoes call from the silent plain 

I walk the hush where earth is drawn— 
Her whispers linger where the wild is grown 
Each shadow hums what daylight won’t say— 
Silence sings the dusk away 

And in the echo, I find my pain 
Beneath the dusk, the blue refrain again"
nature,TRUE,specific,"Light dances—silver leaf, 
A trembling mirror for the blue, 
Not glass but water’s quiet grief, 
Where ripples whisper what the sky won’t rue. 
 

Ripples become a slow refrain, 
A shiver in the dusk’s soft blue, 
Now echo, now a call in pain— 
The sky dissolves in colors I pursue. 
 

Water holds a breath, suspended time, 
A trembling note in nature’s tune— 
Each ripple, a forgotten rhyme, 
A longing, unclaimed by the moon. 
 

The sun sinks, a slow reluctant sigh, 
Its image blurs, yet never dies; 
In glassy eyes the world lies low— 
Stillness holds the moment I outgrow. 
 

 

The pond’s last light, a fragile hold, 
A memory both seen and untold— 
In ripples mirrored, hearts unfold 
As dusk completes the story told."
power,TRUE,general,"
Power shapes what the world will know, 
A current cloaked in shadowed glow. 
Yet in its flow, the silence grows— 
A whisper, or a storm that breaks below. 

Light bends to its invisible hand, 
And hope can shatter, or be planned. 
Still, it bends the heart, demand and stand. 
A fist of wind, a gentle land. 

Shadows wield it without voice, 
They carve in silence what they choose. 
Yet power’s cost is measured ice— 
A price the soul must freely lose. 

Through fire’s glare or shadowed night, 
It craves to live, to burn, to fight. 
Yet in its hold, both king and slight— 
We find ourselves, and lose the light. 

The echoes call with iron tone, 
We answer, broken, or become. 
Still, power’s echo lingers on— 
What began must end, but not be gone. 

We shape our fate, yet fate still shapes 
The weight of power in our days. 
Through every chain, new seeds are sown— 
Power is born where fear and hope are grown. 

So let it rise, let it descend, 
A riddle spun from every end. 
For power’s game is endless round— 
And in its turn, our selves are found."
power,TRUE,figurative,"
Iron in hands, silent thunder grows, 
Storms wear the face of gentle snow. 
Hands that shape what darkness fears— 
Now unshaped, dissolve in trembling tears. 

A whisper spins a spinning wheel, 
A heavy cloak that’s shed and feels. 
Time’s weight slips through a trembling bone, 
A flicker—then the flame is gone. 

Gravity bends a silver tongue, 
Its song swallowed by the young. 
What is raised, in shadow set— 
A shadow dances, stepping wet. 

Steel-cold pulse beneath the skin, 
Veins map the roads of where we’ve been. 
Chains of memory, unbound, 
Find freedom in the trembling sound. 

Midnight hums a hollow tune, 
Echoes echo what the dawn won. 
A single note, a fractured hymn— 
We sing the silence, then begin. 

Now— 
The echo calls the starting point anew."
power,TRUE,specific,"
Dim light trembles in trembling hand, 
A whisper chases down the stair, 
Not comfort, only silent command— 
My shadow swallows what is there. 
Hand that grips the shivering ray 
Shakes with the weight of hope or dread, 
The flashlight’s glow both guides and sways, 
A small authority it spread. 

Its beam reveals, but never stays, 
A ghostly path that seems to fade, 
Yet in the dark I still believe 
It could ignite the way ahead. 

Still, the steps remember every foot, 
They bear the marks of light and loss— 
A borrowed strength, unsure, a doubt 
That flickers as the journey grows. 
Each flash, a promise—half-bright, half-spent— 
In darkness, power flickers, then is spent. 
Dim light trembles in trembling hand."
poetry & poets,TRUE,general,"
Silent ink, poets carve their doubts— 
A whisper bends a spoken vow. 
Each stanza’s shadow, deep as night, 
Unfolds a longing, not quite right. 

Ink and iron in a poet’s hand, 
A trembling truth they dare command. 
The page, a stage where voices play— 
A blues refrain in every sway. 

The meter’s ache, the rhyme’s refrain, 
Are ghosts that poets feel in pain. 
They sculpt with words what feelings say, 
Yet ache in knowing poetry’s way. 

A ghazal’s longing in a blues moan, 
A sonnet’s close where hope is gone. 
Poets drift between the lines— 
Where meaning bends and meaning twines. 

The pen, a blade that cuts and sings, 
Unspools the soul where longing springs. 
Echoes call across the page— 
The poet’s self, a shifting cage. 

Within the form, a restless tide, 
Where heart and logic softly collide. 
For every word, a world is spun, 
But silence waits beneath the sun. 

Two voices echo, old and new: 
Poets dance with both the blue and true. 
In every verse, a mirror bends, 
And echoes shape the poet’s ends. 

And so the ink repeats its song— 
Poetry’s wound and poetry’s throng."
poetry & poets,TRUE,figurative,"
Silent ink, a restless tide, 
Words carve old wounds in new skin— 
A poet’s sigh, a line denied, 
Echoes the pulse of my mind. 

A shadow laughs at the verse, 
A bluesman’s cry in the dusk— 
The meter bends, a fractured curse, 
Love and loss in each rough hush. 

Beneath my feet, a trembling rhyme 
Asks what the heart should confess— 
Each syllable, a borrowed time, 
A ghostly truth, half-dressed. 

The writer’s hand, a trembling blade, 
Cuts through the silence, raw and deep— 
But what remains? Only a shade 
Of the words that rhyme with sleep. 

Night hums the old refrain, 
A moan from the marrow of art— 
Is my voice a borrowed train 
Or the spark that burns from the heart? 

The rhyme in my throat, a thorn, 
A ghazal’s longing, unconfined— 
I sing the ache that I’ve worn, 
But the tune slips through my mind. 

In the space between breath and line 
The tension coils, sharp and bright— 
A poet’s shadow, my own sign, 
Or a lie in the cold night? 

The last note lingers, a tie, 
Torn threads of all I’ve tried— 
To shape the storm in my eye, 
Yet only silence replies."
poetry & poets,TRUE,specific,"
Under a neon lamp’s soft glow, 
A crumpled sonnet page—half-lost, 
Its ink runs like a river slow, 
Where words dissolve like a toast. 

That “Sonnet X” whispers—no rhyme, 
Now a blues refrain, bent and raw, 
The poet wept, but still time 
Wears sorrow’s velvet, drawn awash. 

A quill, heavy with longing’s ink, 
Once carved verses—now a sigh, 
Echoes hum where inspiration’s link 
Bends hope into a lonesome sky. 

In margins, a poet’s sigh— 
A breath suspended between 
Love’s ghost and the ink that tries 
To hold what slips through the unseen. 

Love’s ghost and ink in the blue, 
Love’s ghost and ink in the view—"
race & ethnicity,TRUE,figurative,"
Shadowed steps on cracked roads I tread— 
Patterns etched in dusk, unsaid. 
A melody bent by heavy chains, 
Crimson hymns of silent veins. 

Old names hum through foreign tongues— 
A lantern flickers, never sung. 
Yet in the mirror, faces bloom 
With roots that twist in shifting rooms. 

Iron lines drawn by unseen hand 
Shape rivers in the blood’s command. 
Echoes cry where borders stand— 
Silent grief across the land. 

Night whispers secrets, old and new, 
A sorrow stitched in every hue. 
Torn threads of hope, both raw and few, 
Still rise where dusk and dawn renew. 

The weight of years in every word— 
A bridge that trembles, barely stirred. 
I carry dusk within my core— 
A song that aches and yet endures."
race & ethnicity,TRUE,specific,"
Ghosts in a classroom clock, 
Hourglass hearts pause, measured slow— 
A textbook’s edge, silent talk, 
Whispers in the margins grow. 

Whispers, now a drumbeat’s call— 
No longer silent, echoing halls. 

Drumbeat’s shadow on my skin, 
A painted mask I almost wear; 

Mask slips, revealing what’s within, 
Bloodlines tracing the open air. 

Air thick with history’s sigh, 
Breath held in the in-between— 

Between the lines, the wound lies, 
Yet hope hums softly, unseen."
relationships,TRUE,general,"

Love’s slow river bends, 
But I still drown in its ripples— 
A blues refrain I can’t mend. 
 
A promise left unkept, 
Yet whispered through the midnight air, 
Like a rusted lock I can’t break. 

Your laughter—shadows I chase— 
Flickers in the corners of light, 
A ghost with the taste of hate. 

You said, “Let me go,” but I stayed, 
Held by a memory’s chains— 
A broken hymn softly played. 

This heart’s old map is torn, 
Lines etched in a language of sighs, 
Where hope and regret are born. 

Within this hollowed stone 
Lies the echo of what we were— 
A slow waltz of love and scar. 

Love, a train I missed at dawn, 
Still rolls through the midnight train— 
I wait for the next call gone. 

Love’s ghost hums in the walls, 
A duet of longing and loss, 
Still singing my old calls. 

Love— 
A mirror that never shows 
More than the ache of what’s gone. 

Love 
"
relationships,TRUE,figurative,"
Silent hands in morning’s haze, 
Echoes of a love that sways— 
But shadows twist the morning light, 
A flicker’s ghost, unsure, slight. 

Night hums a slow, uncertain tune, 
Midday whispers, all undone. 
Echoes of a whispered plea, 
Worn promises that set me free. 

Steel beneath the velvet skin, 
Can hearts still beat as kin? 
Yet currents pull us far apart— 
A blues refrain, a torn heart. 

A question in the tangled air, 
Does longing linger there? 
Yes—there’s aching in the space 
Where absence leaves its trace. 

Storm clouds gather, dark and deep, 
Yet in the dusk I still weep. 
Soft as a vow, the dawn appears— 
And ends where it began, with tears. 

The echo of a whispered sigh, 
A song that never dies. 
Though voices fade and paths diverge, 
In memory, they still urge."
relationships,TRUE,specific,"
A cracked handkerchief—worn, held near 
Its cotton sighs whisper what words cannot hear 
Yet in this fold, secrets gather still— 
A bruise of longing pressed between its bill. 

 fold repeats the wish it can’t fulfill 
A torn edge where hope and hurt collide 
But love, that absent note, repeats the refrain 
In threads that stitch the silent space again 

We traced the seam, a restless, shifting line 
A calloused thumb remembering where it shined 
Or bled, or paused, a question left behind— 
Yet that same hand now holds the other’s mind 

Through dusk’s low hum, the fabric softly weeps 
In patterns blue as a love that sleeps 
And wakes again in threads of fading light— 
We loop the ache where longing meets the night 

And so the fold, the tear, the pressed breath stay— 
A single truth both given and gone away."
romantic love,TRUE,general,"My heart’s blue moan drifts through the velvet night, 
A lonely tune that echoes softly, bent, 
Night hums your name in minor-key delight— 
You whisper, “Wait,” in shadows I can’t prevent. 

Through midnight’s haze, your longing bends my sigh, 
Love’s ache unfurls like a worn guitar string; 
Each memory, a note, will never die— 
Yet I remember, you sing, 
You sing the ache I cannot hide. 

Desire’s slow tide, a river running cold, 
Flows backward in my dreams, a current I can’t swim. 
Your eyes, the map where all my hopes unfold— 
A compass points to you, and I… 
I drift toward you, yet never quite arrive. 

Holding your hand, I taste the unspoken rhyme, 
A melody that twists in longing’s sway, 
Your laughter lingers, leaving no time— 
We orbit, never quite to stay. 
Orbits, never quite to stay. 

The stars above our words repeat the refrain, 
A blue refrain that echoes through my chest. 
Love’s fire fades, then flares in rain and pain— 
Still, our first lines remain: 
My heart’s blue moan drifts through the velvet night."
romantic love,TRUE,figurative,"
Moonlight traces your silhouette— 
Soft as a train's low whistle sighing. 
Your eyes, a map I never dared to read, 
But ache to chart with trembling fingers. 

Silent hours sketch a trembling line 
Where hope and regret perform a tango. 
Your breath, a hymn I half-remember, 
Woven through the dark with steel strings. 

Night hums a low, uncertain tune 
Where promises dissolve like sugar snow. 
Your shadow stretches, longing for dawn, 
Yet I am fixed where you let go. 

The river bends, your reflection splits— 
Two currents, one name, an endless flow. 
I call your name, the water answers 
With echoes only you can show. 

If stars were made of whispered words, 
They’d sing your name in every dusk’s blue. 
In this quiet space where silence grows, 
Your absence blooms a phantom hue. 

Dust and longing swirl in twilight’s grip, 
A melody of what I almost keep. 
We are the echo, the refrain, the slip— 
A longing never meant to sleep. 

And in the circle where we start and end, 
The ache remains, and so does you."
romantic love,TRUE,specific,"
Under the moon’s pale thumb, 
I found her glove—soft, worn. 
A whisper’s ghost of touch, 
Then cold, the hall was torn. 

Softness dissolved in shadow, 
Night’s weight upon the hand. 
Her laughter, a forgotten key— 
Left locked within the land. 

Gloves left behind, a promise 
Fading in silent dusk, 
Each thread a broken vow, 
Still stitched with trembling blush. 

Love’s echo, soft and sharp— 
It hums in every sigh— 
I hold the echo’s cry, 
And let it slip, unspill. 

Love’s ache, a ghostly thread, 
Woven, frayed, undone— 
In memory’s blue-toned sun, 
I find myself undone."
sorrow & grieving,TRUE,general,"


Sorrow pools in midnight’s slow breath— 
A shadow’s sigh, heavy as death. 
Yet tears bloom like wild, defiant roses, 
Roots clutching hope through fractured bones. 

Bones echo, whispering old grief, 
A mournful tune the night cannot leave. 
A whisper’s thread through silent rooms— 
How sorrow shapes what love once knew. 

The blues hum low, a dirge for night, 
Each note a ghost that won’t let go. 
Still, in the ache, a distant light 
Shines through sorrow’s dark, slow flow. 

Eyes hold the dusk where pain abides, 
Yet in the ache, I find new tides. 
Sorrow fades, but lingers, wide— 
Yet echoes still where sorrow resides."
sorrow & grieving,TRUE,figurative,"
Night hums a slow, old key 
Inside empty rooms where hope used to play— 
Now echoes gather where laughter used to be 
And shadows dance in the blue-lit gray. 

Rooms of dust and quiet air 
Hold the weight of everything I said. 
No comfort whispers there— 
Only silence, heavy and unshed. 

I wander through the slow, slow rain 
Where memories drift like lost notes— 
Each drop a refrain, each pain 
A bridge I cross, yet still it floats. 

The clock’s slow hand etches midnight’s tale 
In lines I cannot rewrite or erase. 
What’s left is a pale veil 
And the ache that time cannot phase. 

Yet in the hollow of dusk’s last sigh 
A tiny light begins to shape 
A question soft beneath the sky— 
Is this the end or just the space? 

The river bends in the moon’s pale gaze 
Where sorrow’s shape dissolves and flows— 
But still, within its maze, I stay 
And wonder if the heart knows 
How to mend what it cannot hold. 

Still, in the hush before dawn breaks, 
I hear a voice, both near and far— 
A whisper that the night mistakes 
For hope, or simply the star. 

For loss is both a door and a wall, 
A note unfinished, half-unplayed. 
Yet somewhere, perhaps, we all 
Learn how to grieve, though the words stay 
Unspoken, folded in the night."
sorrow & grieving,TRUE,specific,"
A cracked teacup on the cold marble table, 
Its porcelain sighs shatter in the hush— 
Each drop a whispered regret, a tale 
Of hands that trembled, steam that hush’d. 
Gravity pulls the liquid downward slow, 
Yet time drips upward, heavy, blue— 
Like grief that pools inside my empty throat, 
Still flows, relentless, though I’d wish it wouldn’t. 
Within this vessel, silence learned to weep, 
A mournful echo in the chipped rim— 
What was once warmth now holds a cold refrain, 
And longing finds a home in each thin rim. 
This sorrow’s echo, round and round it spins— 
A teacup’s shadow mourns the sun’s descent."
social commentaries,TRUE,general,"

City glass reflects what we wear— 
Yet masks peel, truth’s undercurrents flare. 
A chorus hums where voices blend, 
But masks shift, and secrets twist again. 

Echoes call in subway’s blue haze, 
Where hope and doubt wander day by day. 
We chant the same old words, yet mean 
Different things when silence is between. 

Hands raised high in protest’s prayer— 
Yet iron chains still bind the air. 
Chalkboards etch what time can’t erase, 
But stories fade as quickly as grace. 

We paint our dreams on walls for all, 
Yet shadows gather in the hall. 
The past whispers through every screen— 
A future built on what we’ve seen. 

Each headline shouts, a lie we share, 
But in the cracks, the real pain’s there. 
We’re singing blues for broken streets, 
Yet longing for the promise these meet. 

In every heart, a question grows— 
Who shapes the world, as hope outpours? 
Through windows cracked and screens so bright, 
We trade our truths for fleeting light. 

And when the night returns to fold 
The city’s story, old and cold— 
We see the same old glass, again, 
But maybe, just this time, we’ll begin. 
"
social commentaries,TRUE,figurative,"
Brick walls echo the hollow refrain, 
Mirror’s gaze, a borrowed pain. 
Steel tongues shape the silent ground, 
Shadows dance where truth is found. 
Winds carry the unspoken cry, 
A chorus of lost lullabies. 
Clocks tick rhythms of old despair, 
Footsteps echo what we do not share. 
Echoes hum in the subway’s throat— 
Beneath the surface, the pulse is caught. 
Again the dust, again the line, 
Truth wears the mask of time’s design. 
Yet in the cracks, a light begins— 
Hope’s whisper bends the broken lines."
subjugation,TRUE,general,"
Caged in silence, will is bent, 
Iron’s whisper bends the soul, 
Freedom’s ghost within, yet spent, 
Bound in patterns old. 
Chains of voice, a stifled hymn— 
Hope’s echo turns to dust. 
Yet, in every forbidden rim, 
Light cracks through rust. 
Each breath a negotiation, 
Shadows claim what hands confess. 
I sing the blues in my defeat— 
Resilience, dressed in rags. 
The mirror shows the price I pay, 
Yet in the cracks, I rise: 
Subjugation, but not the end— 
A heart that dares to try. 
Line one repeats, the cost is paid."
subjugation,TRUE,figurative,"
Dark hands press silent on my brow— 
A chain's whisper licks my throat's raw skin. 
Breath hushes, deep as midnight's slow hold— 
A shadow weeps where my will has spun. 

Skin heavy with the dust of old yokes, 
Yet somewhere, a spark still dares to burn. 
From cracked earth, a flower lifts its voice— 
Unbowed, defiant in the winter. 

Gravity drags what the heart refuses; 
Still, my pulse answers the silent call. 
Echoes of a voice I used to know 
Shatter, then rise, in a trembling hall. 

Caged in words, yet letters break— 
A hymn hummed low through iron bars. 
The night bends, but I will not collapse— 
I carve dawn where only darkness star. 

The moon, a thief, collects my tears, 
But they slip through her fingers, free and clear. 
Old wounds bloom with new, unyielding grace— 
This pain becomes a kind of space. 

I sing the ache in a low refrain, 
Each note a rebellion, each breath a chain. 
Yet in the echo, I find my name— 
And in the end, I am the same again."
subjugation,TRUE,specific,"Cord bites skin—still I breathe, slow, deep, 
A rope’s memory coils in my veins. 
Echoes hum low as my feet keep 
Rhythm with shackles, aching chains. 

Hands, once free, now hold their own cage— 
They speak in whispers, a silent plea. 
Each knuckle aches, a whispered page 
Of lessons learned when the world set me free. 

Chains of words, not just of iron fast, 
My thoughts loop back where the struggle began. 
But hope, stubborn, flickers in the vast 
Dark, a spark that refuses to be fan. 

Beneath the weight, my eyes find sky— 
A sliver of light, defiant, unbroken. 
Yet, the past lingers; the night still lies, 
A blues refrain where pain and pride are spoken. 

The rope is memory, the hands recall— 
My will, though bound, still searches for the call. 
 
"
the mind,TRUE,general,"
Mind’s glass, fractured blue— 
Shards of thought in midnight’s hue. 
Shadows hum, a wandering tune— 
Silent echoes, calling you soon. 

Thoughts spiral, a slow river— 
Lost in currents, never quiver. 
Yet in the silence, whispers lie: 
Dreams drift where memory nigh. 

Memory’s door, a trembling gate— 
Hope and doubt make their uneasy wait. 
Each recollection, sharp and pale— 
Carves the edge of what I feel. 

Feeling bends, a river bends— 
Mourning, hope, in mind’s suspended ends. 
Echoes dance in restless air— 
Never still, never quite aware. 

Awareness sharp, a diamond’s sting— 
Light bends in the shadowed ring. 
Fears and joys in constant play— 
Heartstrings plucked by thoughts’ swift sway. 

Swing of grief, a heavy chain— 
Thoughts again, like summer rain. 
I hold the mirror, trembling glass— 
What I see is not what I pass. 

Passing through worlds I never named— 
Dreams and dread are all the same. 
Mind’s own storm, both cause and effect— 
Lightning splits, then gently shocks. 

In this loop, I turn around— 
The mind, my home, my restless ground. 
Mind’s glass, fractured blue— 
Shards of thought in midnight’s hue."
the mind,TRUE,figurative,"
Ghosts hum in electric rain, 
Thoughts spiral, tangled chain. 
Night whispers, silent plea— 
Light flickers, hope can’t be. 
Shadows dance in borrowed space, 
Echoes call from forgotten trace. 
A question loops, unkind, unbound— 
Answer swallows doubts profound. 
Rivers flow within my skin, 
Murmur’s storm, where reason grins. 
Steel and silk in restless flight— 
Silent tears ignite the night. 
Moon’s pale eye on restless sea, 
Memory’s tide, what once was me. 
Hope and doubt in mirrored glass— 
Night’s last sigh, a distant mass. 
Night"
trees and flowers,TRUE,general,"
Roots grip the earth in quiet green, 
Petals blush with secret rain— 
Yet branches weep, a sorrow seen, 
Their shadows mourn in gentle pain. 
In blossoms’ sigh, a whisper grows— 
A blue note hums the soil’s refrain. 
Branches bow to fleeting snows; 
Still roots hold fast through night’s domain. 
A stem’s lament, a stem’s resolve— 
Silent tears and blooming courage live. 
Though petals fall, they hold the soul 
That lifts each leaf to reach for heaven’s gives. 
In green and gold, a heart does grieve 
And finds, in spring, its softest peace— 
Roots and roses, roots and leaves."
trees and flowers,TRUE,figurative,"
Roots grip dusk, silent, green grip 
Petals twist sorrow into light 
Branches hum a low, restless tune 
Dust remembers what rain forgot 

Blossoms weep in a borrowed blue 
Silent earth, you echo my sigh 
Crown of dew, the night’s pale coin 
Breath of wind, the ache is why 

Velvet dusk in a trembling arc 
Thorns remember the longing to heal 
Rivers carve the border between 
Summer’s shadow—autumn’s revealing 

Hush of dusk, the pulse still flows 
In every leaf, the storm’s slow grace 
Echoes bloom where silence grows 
In the bone-deep place"
trees and flowers,TRUE,specific,"
Roots grip the cracked sidewalk— 
Petals bruise the morning’s blue. 
A sapling’s whispered hope 
Unfurls where the rain forgot. 

Unseen, the earth’s old sigh 
Bends through my veins, a thorn. 
Each blossom, a wound in time— 
Yet beauty blooms on torn. 

Branches, old and new, entwine 
Around the memory’s ache; 
A petal’s fall, the sky 
Reflects what the heart won’t say. 

So I stand between earth’s sigh 
And the trembling of green— 
Where sorrow and bloom lie 
In the same shifting scene."
truth,TRUE,general,"
I am the mirror, cold and bright— 
Truth’s edge slices through the night. 
Yet shadows whisper, twist the tale, 
A lie in every breath I take. 

Sighs hum the low, a blues refrain— 
Truth heavy on my weary brain. 
A question, sharp, on empty air, 
Unanswered by my trembling stare. 

You claim a word, but doubt is seed, 
Sprouting doubts in every need. 
A vow in smoke, a promise burned— 
What truth remains when embers turn? 

Each answer cracks a different stone— 
A fractured hope, a hidden throne. 
Yet deep within the fractured shell, 
A whisper, true, I still feel. 

Love’s promise broken, yet I stay— 
Truth’s echo lingers all day. 
Though I weep for what was lost and found, 
In silence, truth is gently sound."
truth,TRUE,figurative,"
A whisper bends in every mirror, 
Shadows dance, but names don't linger— 
Reflections falter, masks are worn, 
Yet what you hide still shapes the storm. 

Storms brew where words are swallowed deep, 
Echoes turn the silent streets to sleep; 
But sleep is fragile, fragile as the sigh 
That pulls the veil from each divided eye. 

A sigh becomes a heavy chain, 
 link the heart to what it cannot explain; 
Hope is the cost of breaking free— 
A note repeated in a midnight key. 

Midnight hums with fractured rhyme, 
Two hearts echo in a borrowed time; 
The path I tread, I never see— 
The map is drawn by what I let slip free. 

Key of longing, note of doubt, 
Twined in every breath I recollect— 
Yet in the echo, something is found: 
A question left unspoken, deeply trodden."
