subject,with_brown_rules,prompt_type,poem_text
love,FALSE,figurative,"In whispers shared beneath the stars, 
Hearts entwined, we find our way. 

In laughter's echo, near and far, 
Moments bloom, brightening the gray. 

Through every challenge, hand in hand, 
Every tear, a strength untold. 

In silent vows, we take our stand, 
Together, warm amidst the cold. 

With every glance, a spark ignites, 
Two souls dance in a timeless waltz. 

In gentle touches, day and night, 
The world fades; together, we are whole."
love,FALSE,specific,"In the garden where wildflowers bloom, 
Two lovers meet, hearts shedding all gloom. 

They whisper secrets in the soft, warm air, 
Each petal a promise, sweet love laid bare. 

Underneath the old oak, they carve out their name, 
Time stands still here, yet the world feels the same. 

Sunlight dances through leaves, dappling their kiss, 
In this sacred moment, they find their bliss. 

The fragrance of jasmine wraps them in a spell, 
With laughter like music, it's all very well. 

Each glance holds a memory, each touch feels like home, 
In the embrace of the dusk, they're never alone. 

Yet seasons will change, and the petals may fall, 
But rooted in love, they'll conquer it all. 

For in that vast garden, where love's tender sown, 
Even in silence, they'll never disown. 

Through whispers of winter and summers so bright, 
Their hearts beat together, a timeless delight."
love death avoidance,FALSE,general,"In shadows cast by whispered fears, 
We dance through days, avoiding tears. 
 
A heart that hides from fate's embrace, 
Clings to the light, yet shuns the space. 
 
We build our walls with laughter bright, 
Afraid to face the coming night. 
 
In every smile, a thread unspun, 
A chase for joy, yet never done. 
 
We speak of dreams, but silence screams, 
The weight of life is not what it seems. 
 
Together close, yet worlds apart, 
A trembling truth in every heart. 
 
To love is sweet, to lose is cold, 
So we evade, in tales unsold. 
 
Yet in our flight from time's swift hand, 
We lose the warmth of love's command. 
 
So let us wade through pain and grace, 
And risk the fall, embrace the chase. 
 
For in the depths, both dark and bright, 
Is where we find our guiding light."
love death avoidance,FALSE,figurative,"In shadows cast where whispers dwell, 
We dance around the stories we tell. 

A gaze unbroken, but hearts unsure, 
We cling to the light, seeking to endure. 

Through laughter's veil, we play the part, 
Yet silence lingers, a weight on the heart. 

With every embrace, a fleeting sigh, 
Afraid to confront what waits on high. 

In dreams we wander, hands intertwined, 
Yet dawn reveals the ties that bind. 

Fleeting moments, like shadows fade, 
In the echoing dusk, our fears cascade. 

The fragile thread of what we cannot name, 
In a world of colors, feels much the same. 

We skip through petals, avoiding the thorns, 
Hoping the flower won't yield to the morn. 

Holding on tightly, to the bliss we find, 
While shadows whisper truths unkind. 

A fleeting dance beneath the stars, 
Yet behind our smiles, we hide our scars. 

In the end, a choice awaits in the night, 
To face the abyss or hold on tight."
love death avoidance,FALSE,specific,"In crowded rooms, he hides behind the cheer, 
The laughter echoes close, yet feels so far. 

He sips his drink, the glass reflects his fear, 
Each clink reminds him of the fleeting star. 

Her smile, a memory, he locks away, 
A photograph that ages with the past. 

He wanders through the night while dreams decay, 
Fleeting moments chased, he holds them fast. 

The dance floor spins with hearts that beat as one, 
Yet he stands still, a ghost among the lively. 

Avoidance wears a veil disguised as fun, 
A masquerade where truth hides out unworthy. 

One whispered note from strings not played in tune, 
His heart, a quiet clock that counts too slow. 

He dreams of love beneath a silver moon, 
Yet fears the grip of pain that loss would sow. 

In every touch, a hundred vows unspoken, 
In every laugh, a shadow of goodbye. 

He clings to joy, though hearts may soon be broken, 
A dance of joy, while death stands by, awry."
memory & nostalgia,FALSE,general,"In whispers of time, shadows stitch the past, 
Fragments of laughter, a soft but fleeting cast. 

Echoes of childhood, when days stretched like dreams, 
Sunlight through branches, or so it all seems. 

Worn photographs fade, but the feelings remain, 
A tapestry woven of joy and of pain. 

Halls filled with music, where moments held tight, 
Turned memories dance in the stillness of night. 

Each scent of the season, a doorway to when, 
We spun in a circle, said we'd do it again. 

Yet time gently tugs, with its bittersweet hand, 
Reminding us softly, as waves kiss the sand. 

In longing we linger, on what's now a blur, 
Heartstrings are pulled, but we're ever demur. 

We line up our trinkets, each one a refrain, 
A melody threaded through sunshine and rain. 

Yet still in the silence, the softest of sighs, 
Resonate warmly, beneath twilight skies."
memory & nostalgia,FALSE,figurative,"Whispers of days wrapped in golden light, 
faded echoes dance on the edge of dreams. 

Footprints left in the soft, warm sand, 
each gust of wind carries a name. 

Laughter threads through the fabric of time, 
moments woven, a tapestry bright. 

Old photographs fade, yet colors remain, 
each glance a spark in the shadowed heart. 

With every glance, a story unfolds, 
colors and scents blend in the air. 

Chasing the flicker of long-lost smiles, 
the pulse of the past stirs deep within. 

So hold the fragments, gentle and dear, 
in the quiet stillness, they softly sing."
memory & nostalgia,FALSE,specific,"In the attic, dust dances slow, 
Whispers of childhood echo and flow. 

A box of letters, creased and worn, 
Ink-stained secrets of dreams forlorn. 

The smell of crayons, paper, and paste, 
Time collapses; I yearn, I taste. 

Laughter of summers wrapped in a dream, 
Sunset swims in a golden gleam. 

A swing set sways in the evening light, 
Petals and promises, lost in flight. 

Ghosts of friends in faded frames, 
Each glance ignites forgotten flames. 

Days of splashing in rain-soaked bliss, 
Every moment, a world I miss. 

In the attic, dust dances slow, 
Whispers of childhood echo and flow."
men & women,FALSE,general,"In the dance of life, men and women sway, 
Together they navigate the vast, unpredictable sea. 

With hearts intertwined, they find their way, 
Each step a rhythm, a shared harmony. 

In strength and grace, they both play a part, 
A tapestry woven with threads of care. 

With laughter that echoes, igniting the heart, 
Their differences blend in the warmth of the air. 

Through storms they stand, side by side, 
In silence and joy, in sorrow and cheer. 

In every whisper, the truth can't hide, 
Love writes the verses only they can hear. 

For in every struggle, a spark ignites, 
In the beauty of balance, they learn to trust. 

With dreams as their guiding stars in the nights, 
Bound together in hope, they rise from the dust. 

Through valleys of doubt, through mountains of grace, 
They shape their own story, with each daring leap. 

In the softest of moments, they find their place, 
Embracing the secrets that both of them keep. 

With hands held tightly, they face the unseen, 
A journey of souls, forever entwined. 

In the world's grand tapestry, they reign as a queen, 
And a king, both humble, and deeply aligned."
men & women,FALSE,figurative,"In the dance of shadows, rhythmic and bright, 
Two souls weave stories, day turning to night. 

Their laughter mingles, a sweet serenade, 
In the heart of the world, where dreams are laid. 

Eyes meet like stars that awaken the sky, 
In whispers of secrets, they silently fly. 

Paths intertwine, like the branches of trees, 
With journeys divergent, yet carried by breeze. 

One holds the rose, with petals so fair, 
The other, the thorns, with a strike of despair. 

In the balance of strength, vulnerability glows, 
In each gentle gesture, a garden of prose. 

Challenge and comfort, they dance hand in hand, 
In the tapestry woven, threads shift and expand. 

Unfolding the layers of life's gentle art, 
Two hearts, one rhythm, each playing their part."
men & women,FALSE,specific,"

In garden beds where shadows lie, 
Men and women cultivate dreams, 

With hands deep in the earth, they try, 
To sow the seeds of future themes. 

She plants her hope in rows of green, 
He prunes the branches with care and grace, 

Each bloom a story yet unseen, 
Together they nurture, embrace the space. 

While sunlight warms the blossomed kin, 
Their laughter mingles with the breeze, 

Every weed fought through thick and thin, 
A testament to shared expertise. 

They water with patience, love, and time, 
As roots intertwine beneath the soil, 

In the rhythm of life, they find their rhyme, 
Reaping the rewards of their loyal toil. 

The blossoms might fade, but they remain, 
In cycles of seasons, their bond won't wane, 

For men and women in gardens thrive, 
In union, they grow, and together they strive."
mythology & folklore,FALSE,general,"In shadows deep where legends dwell, 
Whispers weave the tales they tell. 

A phoenix rises from the ash, 
In fiery hues, igniting the past. 

Mermaids sing on rocky shores, 
Secrets hidden in their scores. 

Beneath the moon, the trickster plays, 
Turning night to endless days. 

Giants roam the mountains high, 
Casting dreams across the sky. 

Fairies dance in twilight's glow, 
With every step, enchantments flow. 

The wise old owl sings of fate, 
Guarding treasures, never late. 

In every heart, a story spins, 
Where myth begins, and life begins."
mythology & folklore,FALSE,figurative,"In shadows where the ancients tread, 
Stories weave from whispers dead. 

Beneath the stars, the tales arise, 
Crafting dreams in the moonlit skies. 

Winds carry echoes of lost times, 
Each legend resounds in rhythm and rhymes. 

Guardians of treasure, beasts of the night, 
Seek truth in the depths, hidden from sight. 

A dance of the gods, a hero's sharp cry, 
Mountains and rivers beneath twilight's eye. 

Fables of love, of vengeance, of grace, 
In every heart, a sacred place. 

From fireside warmth, they drift and soar, 
Binding our souls to the past evermore. 

A tapestry spun from the threads of old, 
In every corner, their stories unfold. 

Where thunder meets whispers, the fears are slayed, 
In realms where the lost and the found masquerade. 

So gather ˜round as the night takes its throne, 
For every spirit calls out, though seldom they're known."
mythology & folklore,FALSE,specific,"In shadows deep where legends hum, 
The echoes of old stories come. 

A wise old tree with roots that weave, 
Holds secrets time can hardly leave. 

Beneath its branches, whispers fold, 
Of lost knights brave and maidens bold. 

A glimmering lake that's said to sing, 
Reflects the moon's enchanting ring. 

Around the fire, the tales ignite, 
Of the phoenix soaring, flames alight. 

Yet in each tale where spirits roam, 
Lies a heart's truth, seeking home. 

In every myth our souls entwine, 
A thread of magic, quietly divine. 

So gather ˜round, let lore be spun, 
For in these tales, we are all one."
nature,FALSE,general,"In whispers soft, the forest sighs, 
Each leaf a tale where beauty lies. 

Beneath the boughs, where shadows play, 
The sun-kissed blooms greet break of day. 

A river's song flows wild and clear, 
Its endless journey, free of fear. 

Mountains rise with majesty bold, 
Guardians of stories yet untold. 

In every breeze, the earth's embrace, 
A symphony of life and grace. 

The sky adorned in hues of fire, 
As day turns night, and dreams aspire. 

Each nightingale, a voice of peace, 
In nature's arms, our cares release. 

So let us wander, hearts laid bare, 
Through nature's chest, our souls repair."
nature,FALSE,figurative,"In the whisper of leaves, the world sings loud, 
A canvas of colors beneath the proud clouds. 

Gentle streams weave through the emerald bends, 
Where sunlight dances, and time softly mends. 

Mountains stand watch, ancient and wise, 
Cradling the secrets that echo through skies. 

A tapestry woven from whispers and flight, 
As dawn breaks softly, greeting the night. 

In the heart of the wild, life thrives and flows, 
In the hush of the dawn, a quiet heart knows. 

Each petal unfurling, each creature's delight, 
In this sacred embrace, all shadows take flight. 

With every sunrise, a promise anew, 
Painting each moment in brilliant hue. 

In the stillness, a heartbeat, a tender refrain, 
Binding us softly, in joy and in pain."
nature,FALSE,specific,"In the heart of the forest where the wildflowers bloom, 
whispers of secrets dance, weaving nature's loom. 

Bright petals unfurl, a patchwork of grace, 
in the heart of the forest where the wildflowers bloom. 

Sunlight filters softly, dappling the ground, 
each leaf tells a story, where silence is found. 

Whispers of secrets dance, weaving nature's loom, 
a symphony of colors, in this verdant room. 

With every soft rustle, a breeze starts to sigh, 
the trees sway in unison, reaching for the sky. 

In the heart of the forest where the wildflowers bloom, 
their beauty reminds us of life's endless loom."
power,FALSE,general,"In shadows deep, where whispers reign, 
Power dances, a delicate chain. 

Hold it close, yet fear its might, 
The silent storm, cloaked in night. 

Kings in suits, on thrones of glass, 
Gilded dreams, as empires pass. 

A fist of iron, a velvet hand, 
To shape the world, to bend the land. 

Voices rise, as tides they turn, 
In unity, the fire will burn. 

Yet fleeting is the crown's embrace, 
For power fades, leaves naught but trace. 

In the hearts of the brave, it ignites, 
A spark of truth in darkest nights. 

So wield it well, this potent force, 
For love can guide the chosen course."
power,FALSE,figurative,"In shadows deep where whispers reign, 
A spark ignites; some seek the gain. 

The silent hand, it molds the fate, 
While others toil with hope and hate. 

The crown, adorned, rests on the brow, 
Yet burdens weigh on hearts that bow. 

A dance of dreams and muted cries, 
In gilded halls where honor lies. 

Choice dictates a path so steep, 
Yet secrets keep what lies beneath. 

The fleeting glance, a subtle draft, 
Empires rise with a deft craft. 

In every heart, a struggle brewed, 
To grasp the light, in dark subdued. 

The flame can warm, or it can burn, 
With every turn, a lesson learned. 

Unity calls, but division stings, 
In tangled webs that silence brings. 

For in the game of rise and fall, 
We find our truths, in trust, in thrall. 

A cycle endless, evermore, 
The quest for light, a fierce encore."
power,FALSE,specific,"In shadows deep where whispers reign, 
The Iron Throne holds both power and pain. 

Cold steel forged from ambition's might, 
A symbol of darkness cloaked in light. 

Blood-stained hands grip, hearts beat loud, 
For love or for fear, the heart is a shroud. 

Echoes of laughter intermingle with cries, 
A crown made of thorns, where loyalty lies. 

Beneath the surface, tempests swirl fierce, 
The weight of a kingdom, each choice to pierce. 

Swords clash and dreams turn to dust, 
In pursuit of dominion, in power we trust. 

Yet fragile the crown, like glass it can break, 
One slip from the throne sends kingdoms to quake. 

In search of forever, we barter our souls, 
For power is fleeting, the heart pays the tolls. 

Yet still, they pursue it, relentless, divine, 
For honor and glory, they'll cross every line. 

And in the end, as shadows entwine, 
The greatest of powers is love, pure and fine."
poetry & poets,FALSE,general,"In whispers born, words dance like dreams, 
Poets weave the silence, stitching seams. 

Through ink-stained hands, their stories unfold, 
A tapestry of thoughts, both brave and bold. 

Each line a heartbeat, a pulse in the air, 
Echoing the truths that linger with care. 

Beneath the surface, emotions collide, 
In verses, we find where our hearts can hide. 

Imagery flickers, a lantern's soft glow, 
Guiding souls through shadows where feelings flow. 

In stanzas we gather, both joy and despair, 
Crafting the moments we all long to share. 

For poetry lives in the breath of the night, 
An alchemy of language, transforming light. 

So pen down your truths, let your spirit ignite, 
A poet's voice calls, taking flight in the night."
poetry & poets,FALSE,figurative,"In whispers woven, stories unfold, 
Crafted by hearts, both timid and bold. 

Ink spills like stories from minds that dream, 
Chasing the shadows where bright visions gleam. 

With syllables dancing on pages of white, 
Thoughts take to flight, igniting the night. 

Each verse a heartbeat, a truth to confess, 
Navigating feelings, they weave tenderness. 

In quiet corners, where silence ignites, 
Words find their rhythm, a pulse that unites. 

Fragments of life in a myriad hue, 
Every line echoes, a glimpse of the true. 

From laughter to sorrow, these whispers reside, 
In hearts laid bare where emotions collide. 

So gather the echoes of voices long past, 
In every creation, a spell that will last."
poetry & poets,FALSE,specific,"In the quiet of twilight, words take flight, 
Poets chase shadows, seeking the light. 

They gather in corners where echoes reside, 
Crafting the verses that fear cannot hide. 

Ink spills like secrets from their weary pens, 
Stitching together the heartache and bends. 

Each line a reflection, each stanza a chance, 
To dance with the thoughts that twist and prance. 

Yet loneliness lingers like smoke in the air, 
For the poet's true burden is one we all share. 

In cafes, on street corners, their voices will rise, 
Whispering truths wrapped in heartfelt disguise. 

Amid laughter and murmurs, they weave through the night, 
Chasing the dream of the perfect rhyme's flight. 

Alive in the moments that silence won't keep, 
They pour out their souls, though the world is asleep. 

So let us remember the verses they throw, 
For in their frailty lies the strength we all know. 

In the quiet of twilight, words take flight, 
Poets chase shadows, seeking the light."
race & ethnicity,FALSE,general,"In shades of life, we weave our tale, 
Across the globe, where hearts prevail. 

From mountains high to oceans wide, 
Varied voices rise, side by side. 

The hues of skin, a vibrant art, 
Yet deep within, we share one heart. 

Traditions rich, like branches spread, 
Roots intertwine where love is bred. 

In unity, we find our strength, 
Diverse yet whole, we measure length. 

Hold hands together in this dance, 
A world of colors, a joyful chance. 

Let not the barriers build a wall, 
For in our stories, we stand tall. 

With every step, we bridge the gap, 
In this great tapestry, we overlap. 

So let us speak, let kindness lead, 
In our shared journey, we plant the seed. 

Embrace the other, learn their name, 
In every heart, there burns the same flame. 

Together we rise, a chorus of hope, 
In diversity, we learn to cope."
race & ethnicity,FALSE,figurative,"In a tapestry of hues, we weave our dreams, 
Voices blend like colors, bursting at the seams. 

From distant lands, we gather, hearts entwined, 
Each thread telling stories, a legacy defined. 

Shadows dance with light, creating vibrant shades, 
Together we rise, as barriers slowly fade. 

The beauty in our differences, a melody so sweet, 
In unity, we find the strength to stand complete. 

Eyes that gaze with wonder, hands that reach for more, 
The earth beneath our feet, a shared and sacred floor. 

With every shared laughter, a bridge begins to form, 
Understanding blooms like flowers, in every kind of storm. 

As we share our journeys, step by gentle step, 
We build a brighter future, where hope and love are kept. 

Together we can flourish, a garden rich and vast, 
In the warmth of acceptance, we find our peace at last."
race & ethnicity,FALSE,specific,"In a sunlit park, children laugh and play, 
Different shades of brown, all chase the day. 

A girl with curls, like spring's first bloom, 
Next to a boy with eyes of midnight's gloom. 

They trade their stories in whispers and cheers, 
Fables of ancestors woven through years. 

Her grandmother's tales of brave, ancient shores, 
His grandfather's songs of freedom and wars. 

Voices of color blend in the breeze, 
Cultural tapestries, stitched with such ease. 

Yet shadows linger where ignorance lies, 
A question hangs heavy: can love's light rise? 

With hearts intertwined, they stand hand in hand, 
Building a bridge in this vibrant land. 

For in every hue, a spark of the whole, 
United in dreams, they dance as one soul."
relationships,FALSE,general,"In the garden of our hearts, we bloom, 
Together we weave dreams, dispelling gloom. 

Hands intertwine in whispers of trust, 
In the tapestry of love, we anchor our gust. 

Time dances softly, as seasons change, 
Yet the roots of our bond, they never estrange. 

In laughter and tears, through joy and strain, 
We find solace in storms, and peace in the rain. 

Miles may divide, but our spirits stay close, 
In memories vivid, like the dew on a rose. 

With patience like rivers, in silence we learn, 
That fire can fade, but embers still burn. 

So here's to the journey, both winding and straight, 
To love that grows deeper, transcending fate. 

In the garden of our hearts, we bloom, 
Together we weave dreams, dispelling gloom."
relationships,FALSE,figurative,"In worlds entwined, where hearts collide, 
A dance begins, with nowhere to hide. 
 
Through whispered dreams and silent fears, 
We build our lives, with laughter and tears. 
 
Moments of joy, like sunlight's embrace, 
Through shadows, we find a sacred space. 
 
Beneath the weight of unspoken vows, 
The bond is forged, through storms and brows. 
 
Two souls that meet, a journey starts, 
Navigating paths, entwining hearts. 
 
In storms we weather, in peace we rest, 
It's in the struggle that we are blessed. 
 
With every choice, and every sigh, 
We learn to soar, we learn to fly. 
 
Hand in hand through the ebb and flow, 
In every ending, a chance to grow. 
 
So let us wander, let us roam, 
In each other's arms, we find a home."
relationships,FALSE,specific,"

In a dusty attic, she finds a box, 
Inside, faded letters, stories and talks. 

Words once vibrant, now whisper and sigh, 
Promises sealed, beneath time's watchful eye. 

Each script a moment, a gentle embrace, 
Ink-stained reminders of love's tender grace. 

Her heart skips a beat; she travels through years, 
Revisiting laughter, rekindling fears. 

A line brings a smile, then a warm, bittersweet, 
For time shifts like shadows, reshaping the beat. 

We'll never be apart,� the words used to claim, 
Yet silence has stretched where once flickered flame. 

Beneath worn-out paper, a truth lies concealed; 
In love's cherished echoes, some wounds never healed. 

With a trembling hand, she reads every line, 
Threads of their journey, both fragile and fine. 

Though distance may linger, and paths may diverge, 
In letters, in memories, their essences surge. 

So she folds them back gently, tucking them tight, 
Their love lives forever, in shadows and light."
romantic love,FALSE,general,"In the quiet of night, two hearts entwine, 
With whispers of dreams that softly shine. 

A dance in the shadows, a spark in the air, 
Every glance exchanged, a promise laid bare. 

Two souls collide in a warm embrace, 
Time halts its passage, the world finds its place. 

Hands woven tight, with fingers that fit, 
In the silence between, every heartbeat permits. 

Under the moon, where the stars softly gleam, 
Together they wade through the fabric of dreams. 

With laughter like music, they paint the sky, 
Each moment a canvas, as days rush by. 

In the depth of their gaze, galaxies spin, 
A universe blooms where their story begins. 

Though storms may arise, and shadows may fall, 
Their love is a shelter, a refuge for all. 

So here's to the hearts that bravely confess, 
In the dance of romance, they find their completeness. 

With every ""I love you,"" a promise renewed, 
In the tapestry woven, their love is imbued."
romantic love,FALSE,figurative,"In quiet glances where the moments rest, 
Two souls entwined, a soft and sacred quest. 

With every heartbeat, secrets softly shared, 
In laughter's echo, all the world laid bare. 

A gentle touch that lingers in the air, 
With whispered dreams that only we can bear. 

Through stormy nights and suns that rise anew, 
In every shadow, I will search for you. 

Together dancing on the edge of time, 
In every sigh, I find your heart's sweet rhyme. 

The canvas of our days, a vibrant hue, 
Painting our story, only we pursue. 

In twilight's glow, when silence sings its song, 
We find our place, where both of us belong."
romantic love,FALSE,specific,"

In the cafe at dawn, our laughter spills, 
The sun casts golden rays through the misty panes. 

You stir your coffee, sweet like your smile, 
Time slows, unfurling the morning's refrain. 

Your eyes hold secrets, whispers of dreams, 
I trace the outline of your hand with mine. 

As croissants warm, our stories entwine, 
Each shared glance, a promise, a timeless sign. 

Between sips of passion, our hearts softly hum, 
The world fades away; it's just you and I. 

In the cafe at dawn, with shadows grown long, 
The subtle dance of love swirls sweetly by. 

We linger a moment, lost in this hush, 
A symphony played as the daylight is nigh. 

With every soft heartbeat, eternity breathes, 
In this cherished refuge, we're always alive. 

So let's remain here, where our spirits ignite, 
In the cafe at dawn, where forever thrives."
sexual violence,FALSE,general,"In shadows lurk the whispered fears, 
Silent screams drown in bitter tears. 

A heart once bold, now wrapped in pain, 
Innocence lost, a haunting stain. 

The scars that hide beneath the skin, 
A fight for light where darkness begins. 

The strength to rise, though battered and worn, 
From ashes, anew, a spirit reborn. 

Voices unite, no longer alone, 
Together we stand, reclaiming our own. 

In every story, the truth will ignite, 
To break the silence, to reclaim the night. 

A world transformed, where love takes the stage, 
In the heart's tender strength, we turn the page."
sexual violence,FALSE,figurative,"In shadows where whispers dwell, 
A silence falls, a heavy shell. 

A heart stifled by fear's embrace, 
Darkened corners, a haunting space. 

Beneath the stars, the night is cold, 
Stories left in silence told. 

Innocence fractured, trust betrayed, 
The fabric of safety now frayed. 

Yet courage blooms, a flicker of light, 
Voices rising in the fight. 

Together we stand, those once alone, 
Reclaiming power, a force of our own. 

The echoes of pain begin to fade, 
In unity's strength, a foundation laid. 

With each step forward, we pave the way, 
For healing's promise in the light of day. 

No longer hidden, we break the chain, 
In solidarity, we rise from the pain. 

A world rebuilt on respect and care, 
Where every soul is free to share. 

In the tapestry of voices combined, 
A future of hope, intertwined."
sexual violence,FALSE,specific,"In shadows deep, a whisper breaks the night, 
The streetlamp flickers, casting fleeting light. 

An alley dark where silence wears a shroud, 
A heartbeat quickens, lost within the crowd. 

A stranger's grip, an echo of despair, 
Reality bends, pressure fills the air. 

Fingers clutching secrets, nobody knows, 
The pain inside, a garden where it grows. 

The echoes of her scream, now buried low, 
A fractured spirit, feeling less than whole. 

She runs on streets where even angels fear, 
A memory lingers, sharp as glass but near. 

In daylight's gaze, a broken smile conceals, 
Each glance a battle, every look reveals. 

But strength resides where shadows dare to creep, 
In the heart's chamber, resilience runs deep. 

With voices rising, she breaks the cage of shame, 
Together, standing strong, igniting flame. 

The power to reclaim, to learn to fight, 
To take the darkness back and seize the light."
sorrow & grieving,FALSE,general,"In shadows deep, where whispers dwell, 
A heart once whole now feels the swell. 

Each tear a tale, each sigh a plea, 
In twilight's grip, who will set me free? 

Memories linger, like echoes of wings, 
In silence, a song of loss softly sings. 

The world moves on, yet I stand still, 
With aching voids that time cannot fill. 

Yet in this sorrow, a strength will rise, 
For love endures; it never truly dies. 

Through grief's embrace, I learn to see, 
A tapestry woven of what used to be. 

In every heartbeat, in every breath, 
I carry the light that transcends death."
sorrow & grieving,FALSE,figurative,"In shadows deep where whispers fade, 
The heart, a quiet chamber, weighed. 

Memories like autumn leaves, they sigh, 
In every breath, a soft goodbye. 

A tender echo of what once was, 
Time stitches wounds with gentle pause. 

Stars blink through the veil of night, 
Yet tears reflect their distant light. 

In solitude, the heart does pine, 
For moments lost, a fragile line. 

Yet from the ashes, dawn takes flight, 
A flicker of hope in muted light. 

Though storms may brew and tempests rage, 
Each chapter turned, we find the page. 

Acceptance blooms where silence dwells, 
In every heartache, a story tells."
sorrow & grieving,FALSE,specific,"In autumn's whisper, leaves descend, 
A child's laughter fades, my heart cannot mend. 

The playground swings now stand in stillness, 
Echoes of joy lost in the vastness. 

Marigolds wilt where they once bloomed bright, 
Memories linger in the waning light. 

Each step I take feels heavy with weight, 
Grief wraps around me, a close, bitter fate. 

The stories we shared, now shadows in my mind, 
Time moves relentless, leaving scars that bind. 

I trace your name in the dust of the dawn, 
A fleeting warmth, yet here I am, drawn. 

With every sunset, the ache deeper grows, 
But the love we cherished eternally flows. 

In sorrow's depths, I search for the grace, 
To honor your spirit, to find a new place. 

Though your laughter may wane, and the tears still fall, 
In the heart's tender echo, I hear you call."
social commentaries,FALSE,general,"In shadows cast by flickering screens, 
Whispers of truth linger unseen. 

Voices rise in digital streams, 
Painting our world in fractured dreams. 

Echoes of struggles, cries for change, 
Bound by the chains of the overly strange. 

Yet in the chaos, hope takes flight, 
A spark ignites in the darkest night. 

The power of words can shift the tide, 
Uniting hearts where division did bide. 

From alleyway murals to trending tags, 
Stories unfold in the voice of the flagged. 

Together we rise, together we fall, 
In the web of our lives, we hear the call. 

To question the norms, to seek what's right, 
In every small act, there lies a light. 

So let's weave our tales with courage and grace, 
In the tapestry of time, we find our place."
social commentaries,FALSE,figurative,"In shadows deep, the stories weave, 
Voices rise, yet some deceive. 

Silent whispers in the night, 
Truths emerge, but are they right? 

A canvas painted with stark lines, 
Echoes linger, as time defines. 

The rich in towers, the poor in streets, 
Invisible walls where hope retreats. 

Masks of laughter, eyes of grief, 
Searching for meaning, yearning for relief. 

Dreams on display, yet hidden in haze, 
The system's grip, a complex maze. 

With every echo, a tale unfolds, 
Of broken dreams and hearts so bold. 

Awake, we ponder, and often debate, 
What lies beyond this iron gate? 

In every struggle, a spark ignites, 
The fight for justice, the quest for rights. 

Drawn in circles, we seek to see, 
The world reflected, its irony. 

In every verse, we find the keys, 
Unlocking truths, as minds agree."
social commentaries,FALSE,specific,"

In the heart of the city, dreams collide, 
Voices echo through alleys, shadows abide. 

Concrete towers touch the azure skies, 
While hope flickers dimly in weary eyes. 

Beneath the surface, the sirens wail, 
Justice delayed like a slow-moving snail. 

Park benches cradle stories untold, 
Of lives intertwined, both timid and bold. 

Gleaming screens shine, a digital glow, 
Yet silence the cries of those feeling low. 

Social media feeds, a canvas of plight, 
Where hashtags and avatars battle the night. 

Progress, a promise so often delayed, 
In boardrooms where decisions are carefully weighed. 

Yet in community gardens, resilience grows, 
A tapestry woven from struggles and woes. 

For every injustice that claws at the seams, 
There's unity found in collective dreams. 

So let's lift our voices, let truth be our guide, 
In the heart of the city, let love not divide."
subjugation,FALSE,general,"In shadows deep, where silence creeps, 
Chains of despair tighten their hold, 

Voices muted, dreams untold, 
In shadows deep, where silence creeps. 

A heart that beats beneath the mold, 
Fighting the weight of burdens old, 

Through whispered fears, the truth unfolds, 
Voices muted, dreams untold. 

The spirit yearns, it seeks, it scolds, 
For light that breaks through shadowed folds, 

Resilience blooms in winter cold, 
A heart that beats beneath the mold. 

With every step, the chains feel bold, 
Yet courage rises, fierce and bold, 

The fight ignites, no hand it holds, 
Through whispered fears, the truth unfolds. 

Bound no more, hearts now enrolled, 
In stories shared, the future scrolled, 

Together strong, we break the mold, 
With every step, the chains feel bold. 

From silent depths, our strength extolled, 
The fight persists, a tale retold, 

In unity, we'll be consoled, 
Bound no more, hearts now enrolled."
subjugation,FALSE,figurative,"In shadows deep, where silence shrouds the night, 
Voices whisper, but the echoes fade to flight. 

Chains unseen, they bind the spirit's will, 
Hearts ache to rise, yet the silence lingers still. 

Dreams of freedom flicker like a distant star, 
While heavy hands push down from near and far. 

Masked in power, the strong conceal their guise, 
While hope, though fragile, dares to touch the skies. 

Yet in the dark, a flame begins to spark, 
Unyielding whispers turn to roars”ignite the dark. 

Together they stand, united in their cries, 
With courage forged in fire, they reach to claim the skies."
subjugation,FALSE,specific,"In shadows cast by iron chains, 
A whisper cries where silence reigns. 

The weight of dreams, they cannot lift, 
As hope lies crushed, a broken gift. 

In fields of cotton, hands worn down, 
A song of sorrow, a muted crown. 

Beneath the sun, the sweat like rain, 
They toil in silence, bound by pain. 

Masters feasting, while souls are sold, 
Time etched in sorrow, stories told. 

Yet in the darkness, sparks ignite, 
A flicker of defiance, a fight for right. 

The heartbeats rise, a pulse of change, 
With every breath, their spirits range. 

For though they kneel, they're not erased, 
In unity's grip, their strength embraced. 

From blood-soaked earth, new seeds will grow, 
A legacy, their truth will show. 

So hear the echoes of the past, 
In whispered vows, resilient, vast. 

Each fragile voice, a thread in time, 
A tapestry rich, through pain, through climb. 

The chains may rattle, but they will break, 
In every heart, the will to wake."
