poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence
Love is my sin and thy dear virtue hate (Sonnet 142),"Love is my sin and thy dear virtue hate,
Hate of my sin, grounded on sinful loving:
O, but with mine compare thou thine own state,
And thou shalt find it merits not reproving;
Or, if it do, not from those lips of thine,
That have profaned their scarlet ornaments 
And seal’d false bonds of love as oft as mine,
Robb’d others’ beds’ revenues of their rents.
Be it lawful I love thee, as thou lovest those 
Whom thine eyes woo as mine importune thee:
Root pity in thy heart, that when it grows
Thy pity may deserve to pitied be.
    If thou dost seek to have what thou dost hide,
    By self-example mayst thou be denied!",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines structured in iambic pentameter, which is characteristic of the form. Additionally, it features a specific rhyme scheme that aligns with traditional sonnets, likely adhering to the format of a Shakespearean or Petrarchan sonnet, showcasing themes of love and conflict. The deep exploration of emotion and the interplay between love and hatred is a common subject in sonnet poetry.",Structure,0.95
The Dead (IV),"These hearts were woven of human joys and cares, 
      Washed marvellously with sorrow, swift to mirth. 
The years had given them kindness. Dawn was theirs, 
      And sunset, and the colours of the earth. 
These had seen movement, and heard music; known 
      Slumber and waking; loved; gone proudly friended; 
Felt the quick stir of wonder; sat alone; 
      Touched flowers and furs and cheeks. All this is ended. 
 
There are waters blown by changing winds to laughter 
And lit by the rich skies, all day. And after, 
      Frost, with a gesture, stays the waves that dance 
And wandering loveliness. He leaves a white 
      Unbroken glory, a gathered radiance, 
A width, a shining peace, under the night.",Rupert Brooke,sonnet,Sonnet,"This poem is a sonnet because it follows the traditional structure characterized by 14 lines, typically composed in iambic pentameter, and explores a single theme or idea. The poem presents two distinct yet related parts that reflect the shifts in tone and imagery associated with human experience, a common trait of sonnets. Furthermore, the rhyme scheme adheres closely to the abab cdcd efef gg format, which is typical of Shakespearean sonnets, adding to its classification as a sonnet.",Structure,0.88
"Love's Labour's Lost, Act V, Scene 2 [Winter] ","When icicles hang by the wall
   And Dick the shepherd blows his nail
And Tom bears logs into the hall
   And milk comes frozen home in pail,
When blood is nipp'd and ways be foul,
Then nightly sings the staring owl,
                        Tu-whit;
Tu-who, a merry note,
While greasy Joan doth keel the pot.

When all aloud the wind doth blow
   And coughing drowns the parson's saw
And birds sit brooding in the snow
   And Marian's nose looks red and raw,
When roasted crabs hiss in the bowl,
Then nightly sings the staring owl,
                        Tu-whit;
Tu-who, a merry note,
While greasy Joan doth keel the pot.",William Shakespeare,sonnet,Duplex,"This poem is best classified as a duplex because it features a repetitive structure where the last line of each stanza is a direct repetition of itself in a variation. The poem contains multiple stanzas that evoke a rhythmic and recurring motif, characteristic of the duplex form. The refrains, particularly ""Then nightly sings the staring owl, Tu-whit; Tu-who, a merry note,"" contribute to its cyclical nature, while each stanza explores different scenes and feelings associated with winter.",Repetition,0.85
Duns Scotus's Oxford,"Towery city and branchy between towers; 
Cuckoo-echoing, bell-swarmèd, lark charmèd, rook racked, river-rounded; 
The dapple-eared lily below thee; that country and town did 
Once encounter in, here coped & poisèd powers; 
Thou hast a base and brickish skirt there, sours 
That neighbour-nature thy grey beauty is grounded 
Best in; graceless growth, thou hast confounded 
Rural, rural keeping — folk, flocks, and flowers. 
 
Yet ah! this air I gather and I release 
He lived on; these weeds and waters, these walls are what 
He haunted who of all men most sways my spirits to peace; 
Of realty the rarest-veinèd unraveller; a not 
Rivalled insight, be rival Italy or Greece; 
Who fired France for Mary without spot.",Gerard Manley Hopkins,sonnet,Sonnet,"This poem is a sonnet because it adheres to the traditional structure of a sonnet, comprising 14 lines, typically written in iambic pentameter. The poem also exhibits a thematic interplay of emotion and imagery, which is common in sonnets. The use of rhyme schemes and the way the sestet responds to the octave aligns with the characteristics of a Petrarchan or Shakespearean sonnet. Additionally, the contemplative tone and rich language reflect the introspective qualities often found in sonnets.",Structure,0.85
"Sonnet: On Being Cautioned Against Walking on an Headland Overlooking the Sea, Because It Was Frequented by a Lunatic","Is there a solitary wretch who hies 
   To the tall cliff, with starting pace or slow, 
And, measuring, views with wild and hollow eyes 
   Its distance from the waves that chide below; 
Who, as the sea-born gale with frequent sighs 
   Chills his cold bed upon the mountain turf, 
With hoarse, half-uttered lamentation, lies 
   Murmuring responses to the dashing surf? 
In moody sadness, on the giddy brink, 
   I see him more with envy than with fear; 
He has no nice felicities that shrink 
   From giant horrors; wildly wandering here, 
He seems (uncursed with reason) not to know 
The depth or the duration of his woe.",Charlotte Smith,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines structured in iambic pentameter, with a specific rhyme scheme typically associated with sonnets. The themes of isolation, despair, and introspection align with the emotional depth often found in sonnets. Furthermore, the poem follows a consistent volta-like shift in its tone and subject matter, reflecting on the nature of suffering and the human condition.",Structure,0.85
"O, that you were yourself! But, love, you are (Sonnet 13) ","O, that you were yourself! But, love, you are
No longer yours than you yourself here live:
Against this coming end you should prepare,
And your sweet semblance to some other give.
So should that beauty which you hold in lease
Find no determination; then you were
Yourself again after yourself’s decrease,
When your sweet issue your sweet form should bear.
Who lets so fair a house fall to decay,
Which husbandry in honour might uphold 
Against the stormy gusts of winter’s day
And barren rage of death’s eternal cold?
    O, none but unthrifts! Dear m love, you know
    You had a father: let your son say so.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it adheres to the traditional structure of a 14-line poem with a specific rhyme scheme and iambic pentameter. The poem can be recognized as a Shakespearean sonnet, consisting of three quatrains followed by a final couplet. The themes of love and mortality are also consistent with sonnet conventions.",Structure,0.95
Protest,"I long not now, a little while at least, 
For that serene interminable hour 
When I shall leave this barmecidal feast, 
With poppy for my everlasting flower. 
I long not now for that dim cubicle 
Of earth to which my lease will not expire, 
Where he who comes a tenant there may dwell 
Without a thought of famine, flood, or fire. 

Surely that house has quiet to bestow:
Still tongue, spent pulse, heart pumped of its last throb,
The fingers tense and tranquil in a row, 
The throat unwelled with any sigh or sob. 
But time to live, to love, bear pain and smile,
Oh, we are given such a little while! ",Countee Cullen,sonnet,Sonnet,"This poem is a sonnet because it adheres to the traditional structure of 14 lines, comprising three quatrains followed by a final couplet. The themes of time, longing, and existential reflection align with the lyrical intensity often found in sonnets. Additionally, the use of a specific rhyme scheme and iambic pentameter further supports the classification as a sonnet.",Structure,0.85
Sonnet: To the Poppy [“While summer roses all their glory yield”],"While summer roses all their glory yield
   To crown the votary of love and joy,
   Misfortune’s victim hails, with many a sigh,
   Thee, scarlet Poppy of the pathless field,
Gaudy, yet wild and lone; no leaf to shield
   Thy flaccid vest that, as the gale blows high,
   Flaps, and alternate folds around thy head.
   So stands in the long grass a love-crazed maid,
Smiling aghast; while stream to every wind
   Her garish ribbons, smeared with dust and rain;
   But brain-sick visions cheat her tortured mind,
And bring false peace. Thus, lulling grief and pain,
   Kind dreams oblivious from thy juice proceed,
   Thou flimsy, showy, melancholy weed.",Anna Seward,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines and follows a structure that can be classified as either Petrarchan or Shakespearean in style. The thematic exploration of love, nature, and melancholy aligns with common sonnet themes. The use of a specific meter (iambic pentameter) and a rhyme scheme supports its classification as a sonnet, as the poem employs a consistent, elevated diction typical of this form and concludes with a poignant reflection on the nature of beauty and suffering.",Structure,0.85
The Power of Armies is a Visible Thing,"The power of Armies is a visible thing,
Formal and circumscribed in time and space;
But who the limits of that power shall trace
Which a brave People into light can bring
Or hide, at will,—for freedom combating
By just revenge inflamed? No foot may chase,
No eye can follow, to a fatal place
That power, that spirit, whether on the wing
Like the strong wind, or sleeping like the wind
Within its awful caves.—From year to year
Springs this indigenous produce far and near;
No craft this subtle element can bind,
Rising like water from the soil, to find
In every nook a lip that it may cheer.",William Wordsworth,sonnet,Sonnet,"This poem exhibits the characteristics of a sonnet as it consists of 14 lines and follows a specific thematic structure that explores the power of the people versus the power of armies. The use of imagery and metaphor, along with the exploration of complex themes in a compact form, aligns it with the conventions of a traditional sonnet. It portrays a problem or emotional state in the first part and develops a resolution or deeper insight in the latter part, fitting the typical structure of a sonnet perfectly.",Structure,0.88
Sonnet 130: My mistress' eyes are nothing like the sun,"My mistress' eyes are nothing like the sun;
Coral is far more red than her lips' red;
If snow be white, why then her breasts are dun;
If hairs be wires, black wires grow on her head.
I have seen roses damasked, red and white,
But no such roses see I in her cheeks;
And in some perfumes is there more delight
Than in the breath that from my mistress reeks.
I love to hear her speak, yet well I know
That music hath a far more pleasing sound;
I grant I never saw a goddess go;
My mistress, when she walks, treads on the ground.
   And yet, by heaven, I think my love as rare
   As any she belied with false compare.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the traditional structure of a Shakespearean sonnet, consisting of 14 lines written in iambic pentameter. It features a specific rhyme scheme of ABABCDCDEFEFGG, incorporating both quatrains and a final rhymed couplet. The thematic exploration of love, particularly through the use of contrasting imagery, aligns with typical sonnet themes. The poem also employs a volta, where the speaker shifts from physical comparisons to a deeper emotional declaration at the end.",Structure,0.95
"Thy gift, thy tables, are within my brain (Sonnet 122) ","Thy gift, thy tables, are within my brain
Full character’d with lasting memory,
Which shall above that idle rank remain
Beyond all date, even to eternity;
Or at the least, so long as brain and heart
Have faculty by nature to subsist;
Till each to razed oblivion yield his part
Of thee, thy record never can be miss’d.
That poor retention could not so much hold,
Nor need I tallies thy dead love to score;
Therefore to give them from me was I bold,
To trust those tables that receive thee more:
    To keep an adjunct to remember thee
    Were to import forgetfulness in me.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the traditional structure of a Shakespearean sonnet, consisting of 14 lines written in iambic pentameter. It also features a specific rhyme scheme (ABABCDCDEFEFGG) and presents a thematic development typical of sonnets, exploring deep feelings associated with memory and love. The use of enjambment and the volta at the end reinforces the emotional transition, consistent with this poetic form.",Structure,0.95
"Since brass, nor stone, nor earth, nor boundless sea (Sonnet 65) ","Since brass, nor stone, nor earth, nor boundless sea
But sad mortality o'er-sways their power,
How with this rage shall beauty hold a plea,
Whose action is no stronger than a flower?
O, how shall summer's honey breath hold out
Against the wreckful siege of battering days,
When rocks impregnable are not so stout,
Nor gates of steel so strong, but time decays?
O fearful meditation! where, alack,
Shall time's best jewel from time's chest lie hid?
Or what strong hand can hold his swift foot back?
Or who his spoil of beauty can forbid?
    O, none, unless this miracle have might,
    That in black ink my love may still shine bright.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines, follows a specific rhyme scheme (ABABCDCDEFEFGG), and explores themes of beauty, mortality, and the passage of time, which are characteristic of sonnets. The use of iambic pentameter and the volta present in the final couplet further confirm its identity as a sonnet.",Structure,0.95
Modern Love: XI," 
Out in the yellow meadows, where the bee
Hums by us with the honey of the Spring,
And showers of sweet notes from the larks on wing,
Are dropping like a noon-dew, wander we.
Or is it now? or was it then? for now,
As then, the larks from running rings pour showers:
The golden foot of May is on the flowers,
And friendly shadows dance upon her brow.
What’s this, when Nature swears there is no change
To challenge eyesight? Now, as then, the grace
Of heaven seems holding earth in its embrace.
Nor eyes, nor heart, has she to feel it strange?
Look, woman, in the West. There wilt thou see
An amber cradle near the sun’s decline:
Within it, featured even in death divine,
Is lying a dead infant, slain by thee.
 
 ",George Meredith,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines with a specific rhyme scheme and a volta, or thematic shift, at the end. It captures a profound reflection on nature and life, characteristic of sonnets, particularly those in the Petrarchan style, with its ABBAABBA rhyme scheme and a resolution presented in the final lines. The meter is predominantly iambic pentameter, which is another hallmark of sonnet form.",Structure,0.85
"In faith, I do not love thee with mine eyes (Sonnet 141) ","In faith, I do not love thee with mine eyes,
For they in thee a thousand errors note;
But ’tis my heart that loves what they despise,
Who in despite of view is pleased to dote;
Nor are mine ears with thy tongue’s tune delighted,
Nor tender feeling, to base touches prone,
Nor taste, nor smell, desire to be invited
To any sensual feast with thee alone:
But my five wits nor my five senses can
Dissuade one foolish heart from serving thee,
Who leaves unsway’d the likeness of a man,
Thy proud heart’s slave and vassal wretch to be:
    Only my plague thus far I count my gain,
    That she that makes me sin awards me pain.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it contains 14 lines, adhering to the traditional structure of a Shakespearean sonnet, which typically consists of three quatrains followed by a couplet. The use of iambic pentameter is evident, and the rhyme scheme (ABABCDCDEFEFGG) aligns with sonnet conventions. Additionally, the thematic exploration of love and desire in the context of inner conflict is characteristic of sonnet literature.",Structure,0.95
Bereavement,"Whose was that gentle voice, that, whispering sweet, 
      Promised methought long days of bliss sincere! 
      Soothing it stole on my deluded ear, 
Most like soft music, that might sometimes cheat 
Thoughts dark and drooping! ’Twas the voice of Hope. 
      Of love and social scenes, it seemed to speak, 
      Of truth, of friendship, of affection meek; 
That, oh! poor friend, might to life’s downward slope 
Lead us in peace, and bless our latest hours. 
      Ah me! the prospect saddened as she sung; 
      Loud on my startled ear the death-bell rung; 
Chill darkness wrapt the pleasurable bowers, 
Whilst Horror, pointing to yon breathless clay, 
“No peace be thine,” exclaimed, “away, away!”",William Lisle Bowles,sonnet,Sonnet,"This poem exhibits the characteristics of a sonnet, particularly a Petrarchan (or Italian) sonnet, due to its 14 lines structured in an octave followed by a sestet. The rhyme scheme also supports this classification, as it follows the ABBAABBA pattern in the octave and CDCDEE in the sestet, which is typical of this form. Additionally, the content reflects themes of love, hope, and existential contemplation, aligning well with the traditional subjects often explored in sonnets.",Structure,0.90
Misgivings,"When ocean-clouds over inland hills
   Sweep storming in late autumn brown,
 And horror the sodden valley fills,
   And the spire falls crashing in the town,
 I muse upon my country’s ills—
 The tempest bursting from the waste of Time
On the world’s fairest hope linked with man’s foulest crime.

 Nature’s dark side is heeded now—
   (Ah! optimist-cheer disheartened flown)—
 A child may read the moody brow
   Of yon black mountain lone.
 With shouts the torrents down the gorges go,
 And storms are formed behind the storm we feel:
The hemlock shakes in the rafter, the oak in the driving keel.",Herman Melville,sonnet,Sonnet,"This poem adheres to the form of a sonnet due to its structure of 14 lines, written in a formal style with a specific thematic focus. It features a volta, or a shift in thought, which is typical of sonnets, moving from a depiction of natural disaster to reflecting on broader societal issues. The rhythm and meter reflect iambic pentameter, further aligning it with traditional sonnet forms.",Structure,0.85
Despotisms,"I: THE MOTOR: 1905

From hedgerows where aromas fain would be
    New volleyed odours execrably arise;
    The flocks, with hell-smoke in their patient eyes,
Into the ditch from bawling ruin flee:
Spindrift of one abominated sea
    Along all roads in wrecking fury flies
    Till on young strangled leaf, on bloom that dies,
In this far plot it writes a rune for me.

Vast intimate tyranny! Nature dispossessed
    Helplessly hates thee, whose symbolic flare
Lights up (with what reiterance unblest!)
    Entrails of horror in a world thought fair.
False God of pastime thou, vampire of rest,
    Augur of what pollution, what despair?",Louise Imogen Guiney,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines and follows a structured rhyme scheme, reminiscent of traditional sonnet forms. The themes expressed involve deep emotional contrasts and reflections, which is characteristic of sonnets. Furthermore, the use of iambic pentameter in many lines contributes to its sonnet-like quality, facilitating a rhythm that complements the poem's serious and contemplative tone.",Structure,0.85
"Sonnet 12 [Alas, so all things now do hold their peace] ","Alas, so all things now do hold their peace,
Heaven and earth disturbèd in no thing;
The beasts, the air, the birds their song do cease;
The nightes car the stars about doth bring.
Calm is the sea, the waves work less and less.
So am not I, whom love, alas, doth wring,
Bringing before my face the great increase
Of my desires, whereat I weep and sing
In joy and woe, as in a doubtful ease.
For my sweet thoughts sometime do pleasure bring,
But by and by the cause of my disease
Gives me a pang that inwardly doth sting,
When that I think what grief it is again
To live and lack the thing should rid my pain.",Henry Howard,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines written in iambic pentameter, adhering to a specific rhyme scheme typical of sonnets. The themes of love, longing, and the emotional turmoil associated with desire suggest it follows the traditional focus of sonnets on personal feelings and the complexities of love. The structure also mirrors the typical volta, or turn, found in sonnets, where the emotional perspective shifts toward a contrasting idea (from peace to inner turmoil).",Structure,0.95
To Shakespeare,"Oft, when my lips I open to rehearse 
Thy wondrous spell of wisdom, and of power, 
And that my voice, and thy immortal verse, 
On listening ears, and hearts, I mingled pour, 
I shrink dismayed – and awful doth appear 
The vain presumption of my own weak deed; 
Thy glorious spirit seems to mine so near, 
That suddenly I tremble as I read – 
Thee an invisible auditor I fear: 
Oh, if it might be so, my master dear! 
With what beseeching would I pray to thee, 
To make me equal to my noble task, 
Succor from thee, how humbly would I ask, 
Thy worthiest works to utter worthily.",Frances Anne Kemble,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines organized in a specific rhyme scheme, which is characteristic of the sonnet form. The thematic focus on love, transcendence, and the speaker's vulnerability and reverence towards a greater power aligns with common sonnet themes. The use of iambic pentameter and the structured volta in the progression of ideas about aspiration and humility further support this classification.",Structure,0.95
“Where did the handsome beloved go?”,"Where did the handsome beloved go?
I wonder, where did that tall, shapely cypress tree go?

He spread his light among us like a candle.
Where did he go? So strange, where did he go without me?

All day long my heart trembles like a leaf.
All alone at midnight, where did that beloved go?

Go to the road, and ask any passing traveler — 
That soul-stirring companion, where did he go?

Go to the garden, and ask the gardener — 
That tall, shapely rose stem, where did he go?

Go to the rooftop, and ask the watchman — 
That unique sultan, where did he go?

Like a madman, I search in the meadows!
That deer in the meadows, where did he go?

My tearful eyes overflow like a river — 
That pearl in the vast sea, where did he go?

All night long, I implore both moon and Venus — 
That lovely face, like a moon, where did he go?

If he is mine, why is he with others?
Since he’s not here, to what “there” did he go?

If his heart and soul are joined with God,
And he left this realm of earth and water, where did he go?

Tell me clearly, Shams of Tabriz,
Of whom it is said, “The sun never dies” — where did he go?
 
 Translated from the Persian",Jalal al-Din Rumi,ghazal,Ghazal,"This poem is a ghazal because it consists of several couplets that each express a longing for the beloved, a common theme in ghazals. The poem features refrain (the question ""where did he go?"") and ends with the mention of a specific name, Shams of Tabriz, which is characteristic of this poetic form. The couplets are independent yet linked by the emotional theme of love and yearning, adhering to the ghazal's structure and thematic elements.",Couplet,0.95
"“No, I wasn’t meant to love and be loved”","No, I wasn’t meant to love and be loved.   
If I’d lived longer, I would have waited longer.   

Knowing you are faithless keeps me alive and hungry.   
Knowing you faithful would kill me with joy.   

Delicate are you, and your vows are delicate, too,   
so easily do they break.   

You are a laconic marksman. You leave me   
not dead but perpetually dying.   

I want my friends to heal me, succor me.   
Instead, I get analysis.   

Conflagrations that would make stones drip blood   
are campfires compared to my anguish.   

Two-headed, inescapable anguish!—
Love’s anguish or the anguish of time.   

Another dark, severing, incommunicable night.   
Death would be fine, if I only died once.   

I would have liked a solitary death,   
not this lavish funeral, this grave anyone can visit.   

You are mystical, Ghalib, and, also, you speak beautifully.   
Are you a saint, or just drunk as usual?",Mirza Asadullah Khan Ghalib,ghazal,Ghazal,"This poem fits the ghazal form, which often consists of a series of couplets (two-line stanzas) that explore themes of love, loss, and longing. Each couplet stands independently but contributes to a unified emotional experience. The poem employs a refrain-like structure and explores deep emotional states tied to love and suffering, as seen in the repeated phrases and the exploration of conflicting feelings related to love and anguish. The stylistic complexity and the presence of an emotional speaker addressing love resonate with traditional ghazal themes.",Couplets,0.85
All American Ghazal,"On our first date, I admit I haven’t left since arriving to this country.
So, of course, being dramatic, I became a poet’s country.

Years after divorce, I lost a custody fight, in part, because of
my status—so, indeed, a free country.

Pho in the South End. Oxtail in Queens. Tinned fish. Cannoli in
Little Italy. No-contact delivery. The food of my country.

Fifty or so provincial patches of grass—upon closer look—leaves. 
The edge, where people live, frays in this country.

“We can work on human rights while negotiating,” the Senator 
says, “the prospects of nuclear war in our country.”

I was born in the Philippines, so my native tongue is partisanship.
I’m many parties. I’m made impartial by my country—

a professional, ministerial office holder. A biblical fortune.
It’s libidinal, the we in the ballad that makes a land.

It’s provisional, the line that cuts through sand. I is a line
with a place to stand. I is a framing device. What good is a nation. 

Parts of speech like mine fragment. Cut. Clean. I’m rightless 
but I have capital. Charge me, Dujie, precis a person. ",Dujie Tahat,ghazal,Duplex,"This poem aligns with the duplex form since it features a unique structure where the first line of each stanza is repeated as the last line of the following stanza. This creates a sense of continuity and reflection, which can be observed in the poem's exploration of identity, belonging, and the speaker's relationship with their ""country."" The rhythmic repetition enhances the emotive quality and ties the fragmented thoughts together.",Repetition,0.85
Even The Rain,"What will suffice for a true-love knot? Even the rain?

But he has bought grief’s lottery, bought even the rain.

“Our glosses / wanting in this world”—“Can you remember?”

Anyone!—“when we thought / the poets taught” even the rain?

After we died—That was it!—God left us in the dark.

And as we forgot the dark, we forgot even the rain.

Drought was over. Where was I? Drinks were on the house.

For mixers, my love, you’d poured—what?—even the rain.

Of this pear-shaped orange’s perfumed twist, I will say:

Extract Vermouth from the bergamot, even the rain.

How did the Enemy love you—with earth? air? and fire?

He held just one thing back till he got even: the rain.

This is God’s site for a new house of executions?

You swear by the Bible, Despot, even the rain?

After the bones—those flowers—this was found in the urn:

The lost river, ashes from the ghat, even the rain.

What was I to prophesy if not the end of the world?

A salt pillar for the lonely lot, even the rain.

How the air raged, desperate, streaming the earth with flames—

To help burn down my house, Fire sought even the rain.

He would raze the mountains, he would level the waves;

he would, to smooth his epic plot, even the rain.

New York belongs at daybreak to only me, just me—

To make this claim Memory’s brought even the rain.

They’ve found the knife that killed you, but whose prints are these?

No one has such small hands, Shahid, not even the rain.",Agha Shahid Ali,ghazal,Ghazal,"This poem is a ghazal because it adheres to the key characteristics of the form: it consists of multiple couplets that can stand alone, and each couplet ends with the same refrain, ""even the rain,"" which creates emotional resonance throughout. Additionally, the lines convey themes of love, loss, and memory, which align with the often personal and enigmatic nature of ghazals. The use of thematic repetition and the slight shifts in context from couplet to couplet further reinforce its connection to this form.",Refrain,0.95
Orange,"If I have a gender, let it be a history learned from orange
Freak            Sun Sucker           Queer            Orange Boy

Rumor of 6th grade sunrise, dressed in you I was a child
of unspeakable obsession. Archaic language, Giolureade

Until Margaret Tudor, Queen of Scots. Her lips unlocked
your sarcenet line, my fingers knew taste before the orange

Dared on Norwood apartments, Dutch colonies
hunted man straight into your family crests of orange

Scraped from dust to crown our bruises, warriors we
stared directly into the sun, Tainos dyed in orange

As if we always knew we were history. Amber hardened into gold
tricking mortals, mortals tricking gods asking Was it the fruit or the color?

First, Tibbets’ grove, millions of fruits grafted
instead of born, from two parent orange trees

The key to a philosopher’s stone: Colormen flirting
with volcanos to retrieve your arsenic orpiment

Forever in danger of sliding into another color, I ran
after you, tracing rivers and creeks and streams of citrus

The Washington Navel Orange, a second fruit protruding:
not a twin, nor translation, but a new name every season.",Noel Quiñones,ghazal,Ghazal,"This poem is a ghazal because it consists of multiple couplets that follow a theme of longing, identity, and transformation through the repeated motif of the color orange and its associations. Each couplet reads like a standalone poem while contributing to a larger narrative, which is characteristic of the ghazal form. The presence of a refrain ('orange') at the end of several lines also aligns with the traditional structure of a ghazal, where a repeated word or phrase appears in the second line of each couplet. The emotional resonance and exploration of personal and historical identity further enhance its fit as a ghazal.",Refrain,0.85
Ghazal Circling Fatherhood,"My mother exalts her long-gone father.
Driving home, laments the failings of my father.

Sees her ex-husband in my excuses,
tells me: That’s just like your father. 

On holiday, he sneaks away to work;
I take a work call. Like son, like father.

Before, I tried to outrun my shadow
when sun met twilight, like Earth’s late father.

God sacrificed his son for his life’s work.
So we sing heavenward to honor the Father,

the Son, and the Holy Spirit—Forgive me,
for I have sinned, become my own father—

not who raised me, but those who claim me
as theirs. The stone-jawed men who father

havoc through absence, posture a myth for
any gaze. How many don’t know their father?

I’m at my kids’ school, bath time, rubbing their backs
before bed. They will know their father

as the one who showed up & always stayed,
bleary-eyed, did anything to father.

My mother fears she will be forgotten,
invoking Time, like others, as a father.

My wife notes the shifting sky above us.
What gravity gives birth to a father?",Carlos Andrés Gómez,ghazal,Ghazal,"This poem is a ghazal because it is composed of couplets that are thematically linked, exploring the concept of fatherhood and familial relationships from different angles. Each couplet, or matla, stands alone, yet is connected by the recurring invocation of ""father"" as a central theme. The consistent architectural structure with the refrain and the exploration of personal and spiritual dimensions also align perfectly with the qualities of a ghazal. Additionally, the poem employs a rhyme scheme characteristic of this form, where the last words in the couplets echo the same theme while maintaining distinct and rich emotional imagery.",Refrain,0.92
Ghazal: Sea,"As Karen Blixen said, the cure’s the sea
—or sweat, or tears—but I prefer the sea.

In fact, it’s homeopathy. Why cry
with eyes baptised (if reddened) by the sea?

The metaphors of fabric come to mind:
cool silk or aqua velvet, summer sea

            (or better, come to body: intimate,
            enveloped skin on skin, the lover sea).

The bone-ache deep, the pains gone unexplained:
for now just dive, ameliorator sea.

The “mermaid’s tears,” smoothed glass or plastic: lovely
but hazardous to creatures of the sea.

This evening’s rough: Poseidon snaps my straps.
Pathetic fallacy, bipolar sea.

And in their one-piece suits, the ladies age
and silver, laugh and rage: September sea.

For whatever we lose(like a you or a me)
it’s always ourselves we find in the sea.",Moira Egan,ghazal,Ghazal,"This poem aligns with the ghazal form due to its structure of couplets that contain autonomous ideas, while thematically revolving around a central motif—the sea. Each couplet stands alone, much like the couplets in a ghazal that often contain a refrain. The use of repeated phrases such as ""the sea"" at the end of many couplets creates a cohesive thread, reminiscent of the refrain style common in ghazals. Additionally, the emotional resonance and exploration of loss and connection are key thematic elements that reflect the evocative nature of traditional ghazals.",Refrain,0.85
Swan Song,"They say when the time comes for a swan to die,
it goes where other swans have gone to die.

They say as the last night begins to fall,
it trails behind the setting sun to die.

And it sings ghazals, as though it wished between
the pages of its own divan to die.

They say a swan loves only once and will
return to where its love was won to die.

Making its deathbed where it first made love,
it can forget it has withdrawn to die.

Are these tales true? In the desert, where I live,
no swan has come, not a single one, to die.

But then they say that swans return to water,
in whose embrace life was begun, to die.

Open your arms, my dear, and slake my thirst:
the time has come for one more swan to die.",Armen Davoudian,ghazal,Ghazal,"This poem is a ghazal because it adheres to the defining features of this form, including the repetition of a phrase at the end of each couplet: ""to die."" Additionally, each couplet can stand independently while contributing to an overarching theme—here, the cyclical nature of love and death, as encapsulated by the imagery of swans. The structure of couplets, along with the contemplative and emotive language, aligns well with the traditional characteristics of a ghazal.",Repetition,0.95
Ghazal of Oranges,"On New Year’s Eve, my father overfills the baskets with oranges,
mangoes, grapes, grapefruits, other citrus too, but mostly oranges.

The morning of the first, he opens every window to let the new year in.
In Chinatown, red bags sag with mustard greens and mandarin oranges.

A farmer in a fallow season kneels to know the dirt. More silt than soil,
he wipes his brow and mumbles to his dog: time to give up this crop of oranges.

The woman knows she let herself say too much to someone undeserving.
She lays her penance on her sister’s doorstep: a case of expensive oranges.

At the Whitney, I take a photo of a poem in a book behind the glass.
Above it, a painting: smears of blue, Frank O’Hara, his messy oranges.

The handsome server speaks with his hands: Tonight is grilled octopus
with braised fennel and olives, topped with peppercress, cara caras, and blood oranges.

No one at the table looks up, ashamed by the prices on the chic menus.
The busser fills my water and I inhale him: his faraway scent of oranges.

Seventh grade, Southern California: we monitored the daily smog alerts.
Red: stay inside. White: play outside. I forget what warning orange is.

Clutch was serious about art and said our final projects could be
whatever . . . performative . . . like, just show up with a wheelbarrow full of oranges.

Jan, in all of those first six years, why is all you can remember this:
the mist rising in the sunny air as you watched her peeling oranges.",Jan-Henry Gray,ghazal,Ghazal,"This poem exhibits characteristics of a ghazal due to its structure of couplets that are thematically linked through the recurring motif of ""oranges."" Each couplet introduces a new perspective or narrative while still adhering to the overarching theme, similar to how a ghazal operates with its distinct and often self-contained verses. Additionally, there is a notable refrain-like quality with the repetitive appearance of ""oranges,"" which serves as a pivot between the stanzas, enhancing the ghazal’s intimate and reflective tone.",Theme,0.85
