poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence
Sonnet 25: Let those who are in favour with their stars,"Let those who are in favour with their stars
Of public honour and proud titles boast,
Whilst I, whom fortune of such triumph bars,
Unlook'd for joy in that I honour most.
Great princes' favourites their fair leaves spread
But as the marigold at the sun's eye,
And in themselves their pride lies buried,
For at a frown they in their glory die.
The painful warrior famoused for fight,
After a thousand victories once foil'd,
Is from the book of honour razed quite,
And all the rest forgot for which he toil'd:
Then happy I, that love and am beloved
Where I may not remove nor be removed.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the traditional 14-line structure with a clear rhyme scheme (ABAB CDCD EFEF GG), which is characteristic of a Shakespearean sonnet. The poem is written in iambic pentameter, another hallmark of the sonnet form. It presents a coherent argument that develops through three quatrains and concludes with a rhyming couplet that provides resolution. The first twelve lines contrast the speaker's situation with those who seek public honor, great princes' favorites, and famous warriors, while the final couplet presents the speaker's contentment with mutual love as the ultimate resolution. The thematic structure, meter, rhyme scheme, and 14-line format all definitively identify this as a sonnet.",Structure,1.0
"Sonnet 15: Fairfax, whose name in arms through Europe rings","On the Lord General Fairfax at the Siege of Colchester

Fairfax, whose name in arms through Europe rings 
      Filling each mouth with envy, or with praise, 
      And all her jealous monarchs with amaze 
      And rumours loud, that daunt remotest kings; 
Thy firm unshak'n virtue ever brings 
      Victory home, though new rebellions raise 
      Their hydra heads, and the false north displays 
      Her brok'n league, to imp their serpent wings: 
O yet a nobler task awaits thy hand; 
      For what can war but endless war still breed? 
      Till Truth and Right from Violence be freed, 
And Public Faith clear'd from the shameful brand 
      Of Public Fraud. In vain doth Valour bleed 
      While Avarice and Rapine share the land.",John Milton,sonnet,Sonnet,"This poem is a sonnet because it consists of exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the Petrarchan (Italian) sonnet structure with an octave (first 8 lines) that presents a situation - praising Fairfax's military prowess and victories - followed by a sestet (final 6 lines) that provides a turn or resolution, suggesting that a ""nobler task"" awaits beyond warfare. The rhyme scheme appears to be ABBAABBA for the octave and CDECDE for the sestet, which is characteristic of the Petrarchan form. The volta (turn) occurs at line 9 with ""O yet a nobler task awaits thy hand,"" marking the traditional shift from problem/situation to solution/reflection that defines the sonnet form.",Structure,0.95
My Letters! all dead paper... (Sonnet 28),"My letters! all dead paper, mute and white!
And yet they seem alive and quivering
Against my tremulous hands which loose the string
And let them drop down on my knee tonight.
This said—he wished to have me in his sight
Once, as a friend: this fixed a day in spring
To come and touch my hand. . . a simple thing,
Yes I wept for it—this . . . the paper's light. . .
Said, Dear, I love thee; and I sank and quailed
As if God's future thundered on my past.
This said, I am thine—and so its ink has paled
With lying at my heart that beat too fast.
And this . . . 0 Love, thy words have ill availed
If, what this said, I dared repeat at last!",Elizabeth Barrett Browning,sonnet,Sonnet,"This poem is a sonnet because it follows the classic 14-line structure with a clear rhyme scheme (ABBAABBA CDCDCD), which is characteristic of a Petrarchan sonnet. The poem is written in iambic pentameter throughout, maintaining the traditional meter of sonnets. It also demonstrates the typical sonnet structure with an octave (first 8 lines) that presents a situation or problem - the speaker reflecting on love letters - and a sestet (final 6 lines) that provides development and resolution of the emotional tension. The volta or ""turn"" occurs around line 9 with ""Said, Dear, I love thee,"" shifting from description of the letters to their emotional impact. The formal constraints, rhyme pattern, meter, and thematic development all align perfectly with sonnet conventions.",Structure,0.98
Sonnets from the Portuguese  1: I thought once how Theocritus had sung,"I thought once how Theocritus had sung 
Of the sweet years, the dear and wished for years, 
Who each one in a gracious hand appears 
To bear a gift for mortals, old or young: 
And, as I mused it in his antique tongue, 
I saw, in gradual vision through my tears, 
The sweet, sad years, the melancholy years, 
Those of my own life, who by turns had flung 
A shadow across me. Straightway I was 'ware, 
So weeping, how a mystic Shape did move 
Behind me, and drew me backward by the hair, 
And a voice said in mastery, while I strove, ... 
Guess now who holds thee?'—Death,' I said. But there, 
The silver answer rang ... Not Death, but Love.'",Elizabeth Barrett Browning,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the Petrarchan (Italian) sonnet structure with an octave (first 8 lines) that rhymes ABBAABBA, presenting the speaker's meditation on Theocritus and the vision of melancholy years. This is followed by a sestet (final 6 lines) with a CDECDE rhyme scheme that introduces the dramatic turn or ""volta"" where the mystic Shape appears and reveals itself to be Love rather than Death. The formal structure, meter, rhyme pattern, and thematic development all clearly identify this as a traditional sonnet.",Structure,0.98
"October XXIX, 1795 ","Time sitting on the throne of Memory
Bade all her subject Days, the past had known
Arise and say what thing gave them renown
Unforgetable, ‘Rising from the sea,
I gave the Genoese his dream to be;’
‘I saw the Corsican’s Guards swept down;’
‘Colonies I made free from a tyrant’s crown;’—
So each Day told its immortality.

And with these blazing triumphs spoke one voice
Whose wistful speech no vaunting did employ:
‘I know not if ’twere by Fate’s chance or choice
I hold the lowly birth of an English boy;
I only know he made man’s heart rejoice
Because he played with Beauty for a toy!’",William Stanley Braithwaite,sonnet,Sonnet,"This poem is a sonnet because it follows the classic 14-line structure with a clear rhyme scheme. The poem can be divided into an octave (first 8 lines) and a sestet (last 6 lines), which is characteristic of the Petrarchan sonnet form. The octave presents the premise of Time asking Days to speak of their renown, while the sestet introduces a contrasting voice that speaks more humbly about giving birth to an English boy who ""played with Beauty for a toy."" The rhyme scheme appears to follow ABBAABBA for the octave and CDECDE for the sestet. The poem also maintains the sonnet's traditional iambic pentameter and explores a unified theme with the characteristic volta (turn) between the octave and sestet.",Structure,0.95
Love is my sin and thy dear virtue hate (Sonnet 142),"Love is my sin and thy dear virtue hate,
Hate of my sin, grounded on sinful loving:
O, but with mine compare thou thine own state,
And thou shalt find it merits not reproving;
Or, if it do, not from those lips of thine,
That have profaned their scarlet ornaments 
And seal’d false bonds of love as oft as mine,
Robb’d others’ beds’ revenues of their rents.
Be it lawful I love thee, as thou lovest those 
Whom thine eyes woo as mine importune thee:
Root pity in thy heart, that when it grows
Thy pity may deserve to pitied be.
    If thou dost seek to have what thou dost hide,
    By self-example mayst thou be denied!",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with 14 lines written in iambic pentameter. It has the traditional ABAB CDCD EFEF GG rhyme scheme (hate/state, loving/reproving, thine/mine, ornaments/rents, those/grows, thee/be, hide/denied). The poem also follows the typical sonnet format with three quatrains that develop an argument about love and hypocrisy, followed by a final rhyming couplet that provides a concluding twist or resolution. The language and style are characteristic of Shakespearean sonnets, with complex metaphors and the intimate, direct address to ""thee.""",Structure,1.0
The Dead (IV),"These hearts were woven of human joys and cares, 
      Washed marvellously with sorrow, swift to mirth. 
The years had given them kindness. Dawn was theirs, 
      And sunset, and the colours of the earth. 
These had seen movement, and heard music; known 
      Slumber and waking; loved; gone proudly friended; 
Felt the quick stir of wonder; sat alone; 
      Touched flowers and furs and cheeks. All this is ended. 
 
There are waters blown by changing winds to laughter 
And lit by the rich skies, all day. And after, 
      Frost, with a gesture, stays the waves that dance 
And wandering loveliness. He leaves a white 
      Unbroken glory, a gathered radiance, 
A width, a shining peace, under the night.",Rupert Brooke,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines, which is the defining characteristic of a sonnet. The poem follows a clear rhyme scheme (ABAB CDCD EFEF GG), with the first eight lines forming an octave that presents the theme of human experience and mortality, followed by a sestet that shifts to imagery of water, frost, and peace. This structure reflects the traditional Petrarchan sonnet pattern with its volta (turn) between the octave and sestet. The iambic pentameter and the contemplative, philosophical tone about life and death are also typical of sonnet form. The final couplet provides resolution with images of ""shining peace, under the night.""",Structure,0.95
"Love's Labour's Lost, Act V, Scene 2 [Winter] ","When icicles hang by the wall
   And Dick the shepherd blows his nail
And Tom bears logs into the hall
   And milk comes frozen home in pail,
When blood is nipp'd and ways be foul,
Then nightly sings the staring owl,
                        Tu-whit;
Tu-who, a merry note,
While greasy Joan doth keel the pot.

When all aloud the wind doth blow
   And coughing drowns the parson's saw
And birds sit brooding in the snow
   And Marian's nose looks red and raw,
When roasted crabs hiss in the bowl,
Then nightly sings the staring owl,
                        Tu-whit;
Tu-who, a merry note,
While greasy Joan doth keel the pot.",William Shakespeare,sonnet,Blues poem,"This poem is a blues poem because it follows a repetitive structure with recurring refrains that create a musical, cyclical pattern typical of blues forms. The poem has two stanzas that mirror each other structurally, each ending with the identical refrain ""Tu-whit; / Tu-who, a merry note, / While greasy Joan doth keel the pot."" This repetitive chorus-like ending, combined with the poem's focus on hardship and seasonal struggles (frozen milk, foul weather, cold conditions), reflects the blues tradition of expressing difficulty through repeated musical phrases. The consistent return to the owl's song and Joan's domestic work creates the kind of rhythmic repetition that characterizes blues poetry, even though this is written in an older English style.",Repetition,0.65
Duns Scotus's Oxford,"Towery city and branchy between towers; 
Cuckoo-echoing, bell-swarmèd, lark charmèd, rook racked, river-rounded; 
The dapple-eared lily below thee; that country and town did 
Once encounter in, here coped & poisèd powers; 
Thou hast a base and brickish skirt there, sours 
That neighbour-nature thy grey beauty is grounded 
Best in; graceless growth, thou hast confounded 
Rural, rural keeping — folk, flocks, and flowers. 
 
Yet ah! this air I gather and I release 
He lived on; these weeds and waters, these walls are what 
He haunted who of all men most sways my spirits to peace; 
Of realty the rarest-veinèd unraveller; a not 
Rivalled insight, be rival Italy or Greece; 
Who fired France for Mary without spot.",Gerard Manley Hopkins,sonnet,Sonnet,"This poem is a sonnet because it follows the traditional 14-line structure of a sonnet with a clear octave (first 8 lines) and sestet (last 6 lines). The octave describes a city with rich imagery and compound adjectives characteristic of Hopkins' style, while the sestet shifts with ""Yet ah!"" to reflect on someone who lived there and influenced the speaker spiritually. The rhyme scheme appears to follow a Petrarchan pattern with the octave rhyming ABBAABBA (towers/powers, between/grounded/confounded, sours/flowers) and the sestet following CDECDE (release/peace, what/not, Greece/spot). The poem also demonstrates the characteristic volta or ""turn"" between the octave and sestet, moving from description of place to personal reflection.",Structure,0.95
"Sonnet: On Being Cautioned Against Walking on an Headland Overlooking the Sea, Because It Was Frequented by a Lunatic","Is there a solitary wretch who hies 
   To the tall cliff, with starting pace or slow, 
And, measuring, views with wild and hollow eyes 
   Its distance from the waves that chide below; 
Who, as the sea-born gale with frequent sighs 
   Chills his cold bed upon the mountain turf, 
With hoarse, half-uttered lamentation, lies 
   Murmuring responses to the dashing surf? 
In moody sadness, on the giddy brink, 
   I see him more with envy than with fear; 
He has no nice felicities that shrink 
   From giant horrors; wildly wandering here, 
He seems (uncursed with reason) not to know 
The depth or the duration of his woe.",Charlotte Smith,sonnet,Sonnet,"This poem is a sonnet because it follows the classic 14-line structure with a clear rhyme scheme. The poem consists of exactly 14 lines written in iambic pentameter, which is the traditional meter for sonnets. The rhyme scheme appears to be ABABCDCDEFEFGG, which follows the Shakespearean sonnet pattern. The poem also demonstrates the typical sonnet structure with a clear volta (turn) at line 9 (""In moody sadness, on the giddy brink"") where the speaker shifts from describing the ""solitary wretch"" in third person to expressing his own perspective with ""I see him."" The final couplet provides a concluding reflection on the subject's state of being ""uncursed with reason."" The formal constraints, rhyme pattern, meter, and thematic development all align perfectly with sonnet conventions.",Structure,0.98
"O, that you were yourself! But, love, you are (Sonnet 13) ","O, that you were yourself! But, love, you are
No longer yours than you yourself here live:
Against this coming end you should prepare,
And your sweet semblance to some other give.
So should that beauty which you hold in lease
Find no determination; then you were
Yourself again after yourself’s decrease,
When your sweet issue your sweet form should bear.
Who lets so fair a house fall to decay,
Which husbandry in honour might uphold 
Against the stormy gusts of winter’s day
And barren rage of death’s eternal cold?
    O, none but unthrifts! Dear m love, you know
    You had a father: let your son say so.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic English (Shakespearean) sonnet structure with 14 lines written in iambic pentameter. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern, with the final two lines forming a rhyming couplet that provides a concluding thought or ""turn."" The poem also demonstrates the typical thematic structure of a Shakespearean sonnet, developing an argument through three quatrains (about preserving beauty through procreation) and then delivering a pointed conclusion in the final couplet. The language, meter, and philosophical content about love, beauty, and mortality are characteristic of sonnets from this tradition.",Structure,1.0
Protest,"I long not now, a little while at least, 
For that serene interminable hour 
When I shall leave this barmecidal feast, 
With poppy for my everlasting flower. 
I long not now for that dim cubicle 
Of earth to which my lease will not expire, 
Where he who comes a tenant there may dwell 
Without a thought of famine, flood, or fire. 

Surely that house has quiet to bestow:
Still tongue, spent pulse, heart pumped of its last throb,
The fingers tense and tranquil in a row, 
The throat unwelled with any sigh or sob. 
But time to live, to love, bear pain and smile,
Oh, we are given such a little while! ",Countee Cullen,sonnet,Sonnet,"This poem is a sonnet because it follows the classic 14-line structure with a clear rhyme scheme (ABAB CDCD EFEF GG), which is characteristic of a Shakespearean or English sonnet. The poem is written in iambic pentameter, another hallmark of the sonnet form. It also demonstrates the traditional sonnet structure with three quatrains (4-line stanzas) followed by a concluding couplet that provides a shift in perspective or summarizing statement. The first 12 lines contemplate death and the peace it might bring, while the final couplet (lines 13-14) provides the volta or ""turn"" typical of sonnets, shifting to emphasize the preciousness of life and time we have to live and love.",Structure,0.95
Sonnet: To the Poppy [“While summer roses all their glory yield”],"While summer roses all their glory yield
   To crown the votary of love and joy,
   Misfortune’s victim hails, with many a sigh,
   Thee, scarlet Poppy of the pathless field,
Gaudy, yet wild and lone; no leaf to shield
   Thy flaccid vest that, as the gale blows high,
   Flaps, and alternate folds around thy head.
   So stands in the long grass a love-crazed maid,
Smiling aghast; while stream to every wind
   Her garish ribbons, smeared with dust and rain;
   But brain-sick visions cheat her tortured mind,
And bring false peace. Thus, lulling grief and pain,
   Kind dreams oblivious from thy juice proceed,
   Thou flimsy, showy, melancholy weed.",Anna Seward,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines, follows a clear rhyme scheme (ABAB CDCD EFEF GG), and adheres to the traditional structure of a Shakespearean sonnet with three quatrains followed by a concluding couplet. The poem also demonstrates the characteristic volta or turn that occurs in sonnets, shifting from describing the poppy in the first eight lines to drawing a comparison with a ""love-crazed maid"" in the sestet, and concluding with a philosophical reflection in the final coupet. The iambic pentameter rhythm is largely maintained throughout, which is another hallmark of the sonnet form.",Structure,0.95
The Power of Armies is a Visible Thing,"The power of Armies is a visible thing,
Formal and circumscribed in time and space;
But who the limits of that power shall trace
Which a brave People into light can bring
Or hide, at will,—for freedom combating
By just revenge inflamed? No foot may chase,
No eye can follow, to a fatal place
That power, that spirit, whether on the wing
Like the strong wind, or sleeping like the wind
Within its awful caves.—From year to year
Springs this indigenous produce far and near;
No craft this subtle element can bind,
Rising like water from the soil, to find
In every nook a lip that it may cheer.",William Wordsworth,sonnet,Sonnet,"This poem is a sonnet because it consists of exactly 14 lines written in iambic pentameter with a traditional rhyme scheme. The poem follows the Petrarchan (Italian) sonnet structure with an octave (first 8 lines) that presents the main argument about the power of armies versus the power of a brave people, followed by a sestet (final 6 lines) that develops and concludes the thought. The rhyme scheme appears to be ABBAABBA for the octave and CDECDE for the sestet, which is characteristic of the Petrarchan form. The volta (turn) occurs around line 9 with ""Like the strong wind,"" where the poem shifts from describing the elusive nature of popular power to elaborating on its persistent, natural qualities.",Structure,0.95
Sonnet 130: My mistress' eyes are nothing like the sun,"My mistress' eyes are nothing like the sun;
Coral is far more red than her lips' red;
If snow be white, why then her breasts are dun;
If hairs be wires, black wires grow on her head.
I have seen roses damasked, red and white,
But no such roses see I in her cheeks;
And in some perfumes is there more delight
Than in the breath that from my mistress reeks.
I love to hear her speak, yet well I know
That music hath a far more pleasing sound;
I grant I never saw a goddess go;
My mistress, when she walks, treads on the ground.
   And yet, by heaven, I think my love as rare
   As any she belied with false compare.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with fourteen lines written in iambic pentameter. The rhyme scheme follows the traditional ABABCDCDEFEFGG pattern, with three quatrains (four-line stanzas) followed by a final rhyming couplet. The poem also demonstrates the typical sonnet ""turn"" or volta, where the final couplet shifts the tone from the previous twelve lines of seeming criticism to a declaration of genuine love. The meter is predominantly iambic pentameter throughout, and the thematic structure—building an argument through the quatrains and resolving it in the couplet—is quintessentially sonnetic. This is actually Shakespeare's Sonnet 130, one of the most famous examples of the form.",Structure,1.0
"Thy gift, thy tables, are within my brain (Sonnet 122) ","Thy gift, thy tables, are within my brain
Full character’d with lasting memory,
Which shall above that idle rank remain
Beyond all date, even to eternity;
Or at the least, so long as brain and heart
Have faculty by nature to subsist;
Till each to razed oblivion yield his part
Of thee, thy record never can be miss’d.
That poor retention could not so much hold,
Nor need I tallies thy dead love to score;
Therefore to give them from me was I bold,
To trust those tables that receive thee more:
    To keep an adjunct to remember thee
    Were to import forgetfulness in me.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with exactly 14 lines written in iambic pentameter. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern, with the final two lines forming a rhyming couplet that provides a conclusive statement or ""turn"" to the poem. The content and language are also consistent with Shakespearean sonnets, exploring themes of memory, love, and permanence through elaborate metaphorical language. The volta or turn occurs in the final couplet, where the speaker concludes that keeping external reminders would actually imply forgetfulness rather than remembrance.",Structure,1.0
"Since brass, nor stone, nor earth, nor boundless sea (Sonnet 65) ","Since brass, nor stone, nor earth, nor boundless sea
But sad mortality o'er-sways their power,
How with this rage shall beauty hold a plea,
Whose action is no stronger than a flower?
O, how shall summer's honey breath hold out
Against the wreckful siege of battering days,
When rocks impregnable are not so stout,
Nor gates of steel so strong, but time decays?
O fearful meditation! where, alack,
Shall time's best jewel from time's chest lie hid?
Or what strong hand can hold his swift foot back?
Or who his spoil of beauty can forbid?
    O, none, unless this miracle have might,
    That in black ink my love may still shine bright.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with exactly 14 lines written in iambic pentameter. It has the characteristic ABAB CDCD EFEF GG rhyme scheme (sea/plea, power/flower, out/stout, days/decays, alack/back, hid/forbid, might/bright). The poem also follows the traditional sonnet form with three quatrains that develop the argument about time's destructive power over beauty and physical things, followed by a concluding couplet that provides the ""turn"" or resolution - that poetry itself can preserve beauty against time's ravages. The language, meter, and thematic content are all consistent with Shakespeare's sonnets.",Structure,1.0
Modern Love: XI," 
Out in the yellow meadows, where the bee
Hums by us with the honey of the Spring,
And showers of sweet notes from the larks on wing,
Are dropping like a noon-dew, wander we.
Or is it now? or was it then? for now,
As then, the larks from running rings pour showers:
The golden foot of May is on the flowers,
And friendly shadows dance upon her brow.
What’s this, when Nature swears there is no change
To challenge eyesight? Now, as then, the grace
Of heaven seems holding earth in its embrace.
Nor eyes, nor heart, has she to feel it strange?
Look, woman, in the West. There wilt thou see
An amber cradle near the sun’s decline:
Within it, featured even in death divine,
Is lying a dead infant, slain by thee.
 
 ",George Meredith,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The structure follows the Shakespearean (English) sonnet form with three quatrains followed by a final coupet. The rhyme scheme is ABAB CDCD EFEF GG, which is characteristic of the Shakespearean sonnet. The poem also demonstrates the typical sonnet structure of developing an idea through the quatrains and then providing a turn or conclusion in the final couplet, where the speaker shifts to directly addressing ""woman"" and revealing a darker imagery that contrasts with the pastoral opening.",Structure,0.95
"In faith, I do not love thee with mine eyes (Sonnet 141) ","In faith, I do not love thee with mine eyes,
For they in thee a thousand errors note;
But ’tis my heart that loves what they despise,
Who in despite of view is pleased to dote;
Nor are mine ears with thy tongue’s tune delighted,
Nor tender feeling, to base touches prone,
Nor taste, nor smell, desire to be invited
To any sensual feast with thee alone:
But my five wits nor my five senses can
Dissuade one foolish heart from serving thee,
Who leaves unsway’d the likeness of a man,
Thy proud heart’s slave and vassal wretch to be:
    Only my plague thus far I count my gain,
    That she that makes me sin awards me pain.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classical Shakespearean sonnet structure with 14 lines written in iambic pentameter. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern, with the final two lines forming a rhyming couplet that provides a concluding thought or ""turn."" The poem explores the theme of love despite physical imperfections, which is typical of Renaissance sonnets. The volta (turn) occurs in the final couplet where the speaker paradoxically finds gain in his pain, a characteristic feature of the sonnet form's argument structure.",Structure,1.0
Bereavement,"Whose was that gentle voice, that, whispering sweet, 
      Promised methought long days of bliss sincere! 
      Soothing it stole on my deluded ear, 
Most like soft music, that might sometimes cheat 
Thoughts dark and drooping! ’Twas the voice of Hope. 
      Of love and social scenes, it seemed to speak, 
      Of truth, of friendship, of affection meek; 
That, oh! poor friend, might to life’s downward slope 
Lead us in peace, and bless our latest hours. 
      Ah me! the prospect saddened as she sung; 
      Loud on my startled ear the death-bell rung; 
Chill darkness wrapt the pleasurable bowers, 
Whilst Horror, pointing to yon breathless clay, 
“No peace be thine,” exclaimed, “away, away!”",William Lisle Bowles,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines, follows a clear rhyme scheme (ABBA CDCD EFEF GG), and explores a single thematic progression from hope to despair. The poem is written in iambic pentameter and follows the structural pattern of a Petrarchan sonnet with an octave (first 8 lines) presenting the initial situation of hope and gentle promises, followed by a sestet (final 6 lines) that provides the turn or ""volta"" where the tone shifts dramatically to one of horror and rejection. The rhyme scheme and meter are consistent with traditional sonnet form, and the philosophical meditation on hope versus reality is typical of sonnet subject matter.",Structure,0.95
Misgivings,"When ocean-clouds over inland hills
   Sweep storming in late autumn brown,
 And horror the sodden valley fills,
   And the spire falls crashing in the town,
 I muse upon my country’s ills—
 The tempest bursting from the waste of Time
On the world’s fairest hope linked with man’s foulest crime.

 Nature’s dark side is heeded now—
   (Ah! optimist-cheer disheartened flown)—
 A child may read the moody brow
   Of yon black mountain lone.
 With shouts the torrents down the gorges go,
 And storms are formed behind the storm we feel:
The hemlock shakes in the rafter, the oak in the driving keel.",Herman Melville,sonnet,Sonnet,"This poem is a sonnet because it contains 14 lines total, which is the defining structural characteristic of a sonnet. The poem is organized into two stanzas of 7 lines each (making it likely a variant sonnet form), and it follows a contemplative, meditative tone typical of sonnets that moves from observation of nature to deeper philosophical reflection. The poem begins with concrete imagery of storms and natural disaster, then transitions to broader musings about the country's condition and humanity's relationship with nature's darker aspects. This progression from specific to universal, along with the 14-line count, strongly indicates sonnet form rather than the other options, which have distinctly different structural requirements.",Structure,0.85
Despotisms,"I: THE MOTOR: 1905

From hedgerows where aromas fain would be
    New volleyed odours execrably arise;
    The flocks, with hell-smoke in their patient eyes,
Into the ditch from bawling ruin flee:
Spindrift of one abominated sea
    Along all roads in wrecking fury flies
    Till on young strangled leaf, on bloom that dies,
In this far plot it writes a rune for me.

Vast intimate tyranny! Nature dispossessed
    Helplessly hates thee, whose symbolic flare
Lights up (with what reiterance unblest!)
    Entrails of horror in a world thought fair.
False God of pastime thou, vampire of rest,
    Augur of what pollution, what despair?",Louise Imogen Guiney,sonnet,Sonnet,"This poem is a sonnet because it follows the traditional 14-line structure with a clear rhyme scheme. The poem consists of an octave (first 8 lines) that presents the problem or observation about the motor's destructive impact on nature, followed by a sestet (final 6 lines) that develops the theme further and concludes with rhetorical questions. The rhyme scheme appears to be ABBA ABBA CDECDE, which is characteristic of a Petrarchan sonnet. The volta (turn) occurs between the octave and sestet, shifting from describing the motor's immediate environmental damage to addressing it directly as a ""False God"" and questioning its broader implications. The formal structure, line count, rhyme pattern, and thematic development all align with sonnet conventions.",Structure,0.95
"Sonnet 12 [Alas, so all things now do hold their peace] ","Alas, so all things now do hold their peace,
Heaven and earth disturbèd in no thing;
The beasts, the air, the birds their song do cease;
The nightes car the stars about doth bring.
Calm is the sea, the waves work less and less.
So am not I, whom love, alas, doth wring,
Bringing before my face the great increase
Of my desires, whereat I weep and sing
In joy and woe, as in a doubtful ease.
For my sweet thoughts sometime do pleasure bring,
But by and by the cause of my disease
Gives me a pang that inwardly doth sting,
When that I think what grief it is again
To live and lack the thing should rid my pain.",Henry Howard,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the Petrarchan (Italian) sonnet structure with an ABAB ABAB pattern in the first eight lines (octave), followed by a CDCD CC pattern in the final six lines (sestet). The content also follows the traditional sonnet convention of presenting a problem or meditation in the octave (the speaker's sleeplessness and inner turmoil caused by love) and then developing or resolving it in the sestet (explaining the contradictory nature of his sweet thoughts and painful desires). The language and imagery are characteristic of Renaissance love sonnets, focusing on the speaker's emotional state in contrast to the peaceful natural world around him.",Structure,0.95
To Shakespeare,"Oft, when my lips I open to rehearse 
Thy wondrous spell of wisdom, and of power, 
And that my voice, and thy immortal verse, 
On listening ears, and hearts, I mingled pour, 
I shrink dismayed – and awful doth appear 
The vain presumption of my own weak deed; 
Thy glorious spirit seems to mine so near, 
That suddenly I tremble as I read – 
Thee an invisible auditor I fear: 
Oh, if it might be so, my master dear! 
With what beseeching would I pray to thee, 
To make me equal to my noble task, 
Succor from thee, how humbly would I ask, 
Thy worthiest works to utter worthily.",Frances Anne Kemble,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the traditional Petrarchan (Italian) sonnet structure with an octave (first 8 lines) that presents a problem or question about the speaker's inadequacy in rehearsing another's ""wondrous spell of wisdom,"" followed by a sestet (final 6 lines) that provides resolution through the speaker's plea for divine assistance. The rhyme scheme appears to follow the pattern ABAB CDCD EEFFGG, and the volta (turn) occurs around line 9 with ""Thee an invisible auditor I fear,"" shifting from self-doubt to direct appeal. The elevated diction, formal tone, and contemplative subject matter about artistic inspiration and inadequacy are also characteristic of the sonnet tradition.",Structure,0.95
“Where did the handsome beloved go?”,"Where did the handsome beloved go?
I wonder, where did that tall, shapely cypress tree go?

He spread his light among us like a candle.
Where did he go? So strange, where did he go without me?

All day long my heart trembles like a leaf.
All alone at midnight, where did that beloved go?

Go to the road, and ask any passing traveler — 
That soul-stirring companion, where did he go?

Go to the garden, and ask the gardener — 
That tall, shapely rose stem, where did he go?

Go to the rooftop, and ask the watchman — 
That unique sultan, where did he go?

Like a madman, I search in the meadows!
That deer in the meadows, where did he go?

My tearful eyes overflow like a river — 
That pearl in the vast sea, where did he go?

All night long, I implore both moon and Venus — 
That lovely face, like a moon, where did he go?

If he is mine, why is he with others?
Since he’s not here, to what “there” did he go?

If his heart and soul are joined with God,
And he left this realm of earth and water, where did he go?

Tell me clearly, Shams of Tabriz,
Of whom it is said, “The sun never dies” — where did he go?
 
 Translated from the Persian",Jalal al-Din Rumi,ghazal,Ghazal,"This poem is a ghazal because it follows the classic structural conventions of this Persian poetic form. Each couplet (called a ""sher"") is a complete thought that ends with the same refrain ""where did he go?"" (the radif), preceded by rhyming words that create the qafia. The poem consists of multiple independent couplets that can stand alone while contributing to the overall theme of longing for a departed beloved. The final couplet contains ""Shams of Tabriz,"" which appears to be the poet's signature (takhallus), another hallmark of the ghazal form. The repetitive questioning structure, the mystical/romantic theme of searching for the beloved, and the Persian origin all confirm this is a traditional ghazal.",Refrain,0.98
