poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence
The Dead (IV),"These hearts were woven of human joys and cares, 
      Washed marvellously with sorrow, swift to mirth. 
The years had given them kindness. Dawn was theirs, 
      And sunset, and the colours of the earth. 
These had seen movement, and heard music; known 
      Slumber and waking; loved; gone proudly friended; 
Felt the quick stir of wonder; sat alone; 
      Touched flowers and furs and cheeks. All this is ended. 
 
There are waters blown by changing winds to laughter 
And lit by the rich skies, all day. And after, 
      Frost, with a gesture, stays the waves that dance 
And wandering loveliness. He leaves a white 
      Unbroken glory, a gathered radiance, 
A width, a shining peace, under the night.",Rupert Brooke,sonnet,Sonnet,"This poem is a sonnet because it adheres to the traditional structure associated with sonnets, including 14 lines, a clear use of iambic pentameter (with some variations), and a contemplative tone that transitions between description and reflection. The thematic focus on the transient beauty of life and nature is typical of sonnets, particularly those in the tradition of Romantic or elegiac poetry. Additionally, the poem follows rhyme schemes akin to sonneteering, though not strictly Shakespearean (abab cdcd efef gg) or Petrarchan (abba abba cdcdcd).",Structure,0.9
"Love's Labour's Lost, Act V, Scene 2 [Winter] ","When icicles hang by the wall
   And Dick the shepherd blows his nail
And Tom bears logs into the hall
   And milk comes frozen home in pail,
When blood is nipp'd and ways be foul,
Then nightly sings the staring owl,
                        Tu-whit;
Tu-who, a merry note,
While greasy Joan doth keel the pot.

When all aloud the wind doth blow
   And coughing drowns the parson's saw
And birds sit brooding in the snow
   And Marian's nose looks red and raw,
When roasted crabs hiss in the bowl,
Then nightly sings the staring owl,
                        Tu-whit;
Tu-who, a merry note,
While greasy Joan doth keel the pot.",William Shakespeare,sonnet,Blues Poem,"This poem exhibits qualities of a blues poem due to its use of repetitious structures and lyrical, rhythmic stanzas that evoke a sense of cyclic hardships and resilience. The imagery of cold, harsh winter and the repetitive refrain of ""Then nightly sings the staring owl"" mirror the thematic repetition and musicality common in blues poetry. The use of vivid vernacular language, such as ""greasy Joan doth keel the pot,"" enhances the sense of grounded, everyday experience that is often highlighted in the blues form.",Repetition,0.85
Duns Scotus's Oxford,"Towery city and branchy between towers; 
Cuckoo-echoing, bell-swarmèd, lark charmèd, rook racked, river-rounded; 
The dapple-eared lily below thee; that country and town did 
Once encounter in, here coped & poisèd powers; 
Thou hast a base and brickish skirt there, sours 
That neighbour-nature thy grey beauty is grounded 
Best in; graceless growth, thou hast confounded 
Rural, rural keeping — folk, flocks, and flowers. 
 
Yet ah! this air I gather and I release 
He lived on; these weeds and waters, these walls are what 
He haunted who of all men most sways my spirits to peace; 
Of realty the rarest-veinèd unraveller; a not 
Rivalled insight, be rival Italy or Greece; 
Who fired France for Mary without spot.",Gerard Manley Hopkins,sonnet,,,,
"Sonnet: On Being Cautioned Against Walking on an Headland Overlooking the Sea, Because It Was Frequented by a Lunatic","Is there a solitary wretch who hies 
   To the tall cliff, with starting pace or slow, 
And, measuring, views with wild and hollow eyes 
   Its distance from the waves that chide below; 
Who, as the sea-born gale with frequent sighs 
   Chills his cold bed upon the mountain turf, 
With hoarse, half-uttered lamentation, lies 
   Murmuring responses to the dashing surf? 
In moody sadness, on the giddy brink, 
   I see him more with envy than with fear; 
He has no nice felicities that shrink 
   From giant horrors; wildly wandering here, 
He seems (uncursed with reason) not to know 
The depth or the duration of his woe.",Charlotte Smith,sonnet,Sonnet,"This poem is a sonnet because it closely adheres to the characteristics of a traditional sonnet. It comprises 14 lines written in iambic pentameter, maintaining a consistent meter and rhythm. While it does not conform strictly to the rhyme scheme of a Shakespearean or Petrarchan sonnet, the poem's introspective tone and thematic focus on profound human emotions—such as sorrow, isolation, and existential reflection—align with the traditional meditative and reflective nature of sonnets. The formal structure, compressed argument, and thematic unity further confirm its identity as a sonnet.",Structure,0.92
"O, that you were yourself! But, love, you are (Sonnet 13) ","O, that you were yourself! But, love, you are
No longer yours than you yourself here live:
Against this coming end you should prepare,
And your sweet semblance to some other give.
So should that beauty which you hold in lease
Find no determination; then you were
Yourself again after yourself’s decrease,
When your sweet issue your sweet form should bear.
Who lets so fair a house fall to decay,
Which husbandry in honour might uphold 
Against the stormy gusts of winter’s day
And barren rage of death’s eternal cold?
    O, none but unthrifts! Dear m love, you know
    You had a father: let your son say so.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it adheres to the traditional structure and features of a sonnet, specifically the Shakespearean or English sonnet. It consists of 14 lines written in iambic pentameter, with a rhyme scheme of ABABCDCDEFEFGG. The poem develops a clear argument, concluding with a rhymed couplet that offers a resolution or commentary, a hallmark of the sonnet form.",Structure,1.0
Protest,"I long not now, a little while at least, 
For that serene interminable hour 
When I shall leave this barmecidal feast, 
With poppy for my everlasting flower. 
I long not now for that dim cubicle 
Of earth to which my lease will not expire, 
Where he who comes a tenant there may dwell 
Without a thought of famine, flood, or fire. 

Surely that house has quiet to bestow:
Still tongue, spent pulse, heart pumped of its last throb,
The fingers tense and tranquil in a row, 
The throat unwelled with any sigh or sob. 
But time to live, to love, bear pain and smile,
Oh, we are given such a little while! ",Countee Cullen,sonnet,,,,
Sonnet: To the Poppy [“While summer roses all their glory yield”],"While summer roses all their glory yield
   To crown the votary of love and joy,
   Misfortune’s victim hails, with many a sigh,
   Thee, scarlet Poppy of the pathless field,
Gaudy, yet wild and lone; no leaf to shield
   Thy flaccid vest that, as the gale blows high,
   Flaps, and alternate folds around thy head.
   So stands in the long grass a love-crazed maid,
Smiling aghast; while stream to every wind
   Her garish ribbons, smeared with dust and rain;
   But brain-sick visions cheat her tortured mind,
And bring false peace. Thus, lulling grief and pain,
   Kind dreams oblivious from thy juice proceed,
   Thou flimsy, showy, melancholy weed.",Anna Seward,sonnet,Sonnet,"This poem is a sonnet because it adheres to the structural and thematic conventions of the form. It consists of 14 lines written in iambic pentameter, and while the rhyme scheme deviates slightly from a traditional Shakespearean or Petrarchan sonnet, it contains the contemplative and meditative tone typical of sonnets. The poem explores a singular theme — the contrast between the poppy's appearance and its symbolic connotations of melancholy and illusion, reflective of the introspective qualities of a sonnet.",Structure,0.92
The Power of Armies is a Visible Thing,"The power of Armies is a visible thing,
Formal and circumscribed in time and space;
But who the limits of that power shall trace
Which a brave People into light can bring
Or hide, at will,—for freedom combating
By just revenge inflamed? No foot may chase,
No eye can follow, to a fatal place
That power, that spirit, whether on the wing
Like the strong wind, or sleeping like the wind
Within its awful caves.—From year to year
Springs this indigenous produce far and near;
No craft this subtle element can bind,
Rising like water from the soil, to find
In every nook a lip that it may cheer.",William Wordsworth,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines, adhering to the traditional structure of a sonnet. The poem also has a clear rhyme scheme that follows the Petrarchan (Italian) sonnet form, with the rhyme pattern ABBA ABBA in the octave (first eight lines) and a shift towards a different rhyme scheme in the sestet (last six lines). Additionally, the poem meditates on a theme—here, the power of free people and their spirit—which aligns with the contemplative nature of sonnets. The metrical structure and tone also support the conclusion that this is a sonnet.",Structure,0.95
Sonnet 130: My mistress' eyes are nothing like the sun,"My mistress' eyes are nothing like the sun;
Coral is far more red than her lips' red;
If snow be white, why then her breasts are dun;
If hairs be wires, black wires grow on her head.
I have seen roses damasked, red and white,
But no such roses see I in her cheeks;
And in some perfumes is there more delight
Than in the breath that from my mistress reeks.
I love to hear her speak, yet well I know
That music hath a far more pleasing sound;
I grant I never saw a goddess go;
My mistress, when she walks, treads on the ground.
   And yet, by heaven, I think my love as rare
   As any she belied with false compare.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it adheres to the structural and thematic conventions of a Shakespearean (or English) sonnet. It contains 14 lines written in iambic pentameter and follows the rhyme scheme ABABCDCDEFEFGG. The content reflects a typical feature of sonnets, particularly Shakespearean ones, with the poet exploring themes of love, beauty, and truth. It culminates in a rhymed couplet at the end, which provides a resolution or concluding insight, a characteristic Shakespearean technique.",Structure,0.98
"Thy gift, thy tables, are within my brain (Sonnet 122) ","Thy gift, thy tables, are within my brain
Full character’d with lasting memory,
Which shall above that idle rank remain
Beyond all date, even to eternity;
Or at the least, so long as brain and heart
Have faculty by nature to subsist;
Till each to razed oblivion yield his part
Of thee, thy record never can be miss’d.
That poor retention could not so much hold,
Nor need I tallies thy dead love to score;
Therefore to give them from me was I bold,
To trust those tables that receive thee more:
    To keep an adjunct to remember thee
    Were to import forgetfulness in me.",William Shakespeare,sonnet,,,,
"Since brass, nor stone, nor earth, nor boundless sea (Sonnet 65) ","Since brass, nor stone, nor earth, nor boundless sea
But sad mortality o'er-sways their power,
How with this rage shall beauty hold a plea,
Whose action is no stronger than a flower?
O, how shall summer's honey breath hold out
Against the wreckful siege of battering days,
When rocks impregnable are not so stout,
Nor gates of steel so strong, but time decays?
O fearful meditation! where, alack,
Shall time's best jewel from time's chest lie hid?
Or what strong hand can hold his swift foot back?
Or who his spoil of beauty can forbid?
    O, none, unless this miracle have might,
    That in black ink my love may still shine bright.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it consists of 14 lines written in iambic pentameter and adheres to a Shakespearean rhyme scheme (ABABCDCDEFEFGG). The poem reflects the characteristics of a classic Shakespearean sonnet, with its exploration of themes like the passage of time, the fragility of beauty, and the enduring power of poetry to immortalize love. Additionally, it concludes with a rhyming couplet that delivers its resolution.",Structure,1.0
Modern Love: XI," 
Out in the yellow meadows, where the bee
Hums by us with the honey of the Spring,
And showers of sweet notes from the larks on wing,
Are dropping like a noon-dew, wander we.
Or is it now? or was it then? for now,
As then, the larks from running rings pour showers:
The golden foot of May is on the flowers,
And friendly shadows dance upon her brow.
What’s this, when Nature swears there is no change
To challenge eyesight? Now, as then, the grace
Of heaven seems holding earth in its embrace.
Nor eyes, nor heart, has she to feel it strange?
Look, woman, in the West. There wilt thou see
An amber cradle near the sun’s decline:
Within it, featured even in death divine,
Is lying a dead infant, slain by thee.
 
 ",George Meredith,sonnet,Sonnet,"This poem is a **sonnet** because it adheres to the defining characteristics of the form. It contains 14 lines, follows a traditional rhyme scheme (most closely resembling the Italian or Petrarchan model), and explores a reflective, introspective theme about nature, time, and mortality. It is structured with an octave (the first eight lines contemplating nature and time) and a sestet (the final six lines pivoting toward a meditation on mortality, guilt, and human responsibility). The poem maintains a formal tone and a focus on poetic imagery often associated with sonnets.",Structure,0.95
"In faith, I do not love thee with mine eyes (Sonnet 141) ","In faith, I do not love thee with mine eyes,
For they in thee a thousand errors note;
But ’tis my heart that loves what they despise,
Who in despite of view is pleased to dote;
Nor are mine ears with thy tongue’s tune delighted,
Nor tender feeling, to base touches prone,
Nor taste, nor smell, desire to be invited
To any sensual feast with thee alone:
But my five wits nor my five senses can
Dissuade one foolish heart from serving thee,
Who leaves unsway’d the likeness of a man,
Thy proud heart’s slave and vassal wretch to be:
    Only my plague thus far I count my gain,
    That she that makes me sin awards me pain.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it contains 14 lines written in iambic pentameter, adheres to the highly structured rhyme scheme of ABAB CDCD EFEF GG, and deals with the complex emotions surrounding love, a hallmark theme of sonnets. The closing rhymed couplet provides a resolution and reflection, which is characteristic of the Shakespearean sonnet form.",Structure,0.95
Bereavement,"Whose was that gentle voice, that, whispering sweet, 
      Promised methought long days of bliss sincere! 
      Soothing it stole on my deluded ear, 
Most like soft music, that might sometimes cheat 
Thoughts dark and drooping! ’Twas the voice of Hope. 
      Of love and social scenes, it seemed to speak, 
      Of truth, of friendship, of affection meek; 
That, oh! poor friend, might to life’s downward slope 
Lead us in peace, and bless our latest hours. 
      Ah me! the prospect saddened as she sung; 
      Loud on my startled ear the death-bell rung; 
Chill darkness wrapt the pleasurable bowers, 
Whilst Horror, pointing to yon breathless clay, 
“No peace be thine,” exclaimed, “away, away!”",William Lisle Bowles,sonnet,,,,
Misgivings,"When ocean-clouds over inland hills
   Sweep storming in late autumn brown,
 And horror the sodden valley fills,
   And the spire falls crashing in the town,
 I muse upon my country’s ills—
 The tempest bursting from the waste of Time
On the world’s fairest hope linked with man’s foulest crime.

 Nature’s dark side is heeded now—
   (Ah! optimist-cheer disheartened flown)—
 A child may read the moody brow
   Of yon black mountain lone.
 With shouts the torrents down the gorges go,
 And storms are formed behind the storm we feel:
The hemlock shakes in the rafter, the oak in the driving keel.",Herman Melville,sonnet,,,,
Despotisms,"I: THE MOTOR: 1905

From hedgerows where aromas fain would be
    New volleyed odours execrably arise;
    The flocks, with hell-smoke in their patient eyes,
Into the ditch from bawling ruin flee:
Spindrift of one abominated sea
    Along all roads in wrecking fury flies
    Till on young strangled leaf, on bloom that dies,
In this far plot it writes a rune for me.

Vast intimate tyranny! Nature dispossessed
    Helplessly hates thee, whose symbolic flare
Lights up (with what reiterance unblest!)
    Entrails of horror in a world thought fair.
False God of pastime thou, vampire of rest,
    Augur of what pollution, what despair?",Louise Imogen Guiney,sonnet,,,,
"Sonnet 12 [Alas, so all things now do hold their peace] ","Alas, so all things now do hold their peace,
Heaven and earth disturbèd in no thing;
The beasts, the air, the birds their song do cease;
The nightes car the stars about doth bring.
Calm is the sea, the waves work less and less.
So am not I, whom love, alas, doth wring,
Bringing before my face the great increase
Of my desires, whereat I weep and sing
In joy and woe, as in a doubtful ease.
For my sweet thoughts sometime do pleasure bring,
But by and by the cause of my disease
Gives me a pang that inwardly doth sting,
When that I think what grief it is again
To live and lack the thing should rid my pain.",Henry Howard,sonnet,Sonnet,"This poem is a sonnet because it adheres to the structural and thematic elements of a sonnet. It consists of 14 lines written in iambic pentameter, and it follows the rhyme scheme of an English sonnet (ABAB CDCD EFEF GG). The turn, or volta, is present around line 9, marked by a shift in focus from the surrounding peace of the natural world to the speaker's internal conflict caused by love. The poem’s meditation on love, desire, and emotional turmoil is a hallmark of traditional sonnets.",Structure,0.95
To Shakespeare,"Oft, when my lips I open to rehearse 
Thy wondrous spell of wisdom, and of power, 
And that my voice, and thy immortal verse, 
On listening ears, and hearts, I mingled pour, 
I shrink dismayed – and awful doth appear 
The vain presumption of my own weak deed; 
Thy glorious spirit seems to mine so near, 
That suddenly I tremble as I read – 
Thee an invisible auditor I fear: 
Oh, if it might be so, my master dear! 
With what beseeching would I pray to thee, 
To make me equal to my noble task, 
Succor from thee, how humbly would I ask, 
Thy worthiest works to utter worthily.",Frances Anne Kemble,sonnet,Sonnet,"This poem is a sonnet because it conforms to the traditional structure and features of a sonnet, consisting of 14 lines written in iambic pentameter with a clear rhyme scheme. The rhyme scheme here approximates the Shakespearean sonnet form, employing alternate rhymes (ABAB CDCD EFEF GG). The poem is also reflective and meditative in nature, a common thematic trait of sonnets, and it involves the poet's inner contemplation, which aligns with the form’s typical subject matter.",Structure,0.96
“Where did the handsome beloved go?”,"Where did the handsome beloved go?
I wonder, where did that tall, shapely cypress tree go?

He spread his light among us like a candle.
Where did he go? So strange, where did he go without me?

All day long my heart trembles like a leaf.
All alone at midnight, where did that beloved go?

Go to the road, and ask any passing traveler — 
That soul-stirring companion, where did he go?

Go to the garden, and ask the gardener — 
That tall, shapely rose stem, where did he go?

Go to the rooftop, and ask the watchman — 
That unique sultan, where did he go?

Like a madman, I search in the meadows!
That deer in the meadows, where did he go?

My tearful eyes overflow like a river — 
That pearl in the vast sea, where did he go?

All night long, I implore both moon and Venus — 
That lovely face, like a moon, where did he go?

If he is mine, why is he with others?
Since he’s not here, to what “there” did he go?

If his heart and soul are joined with God,
And he left this realm of earth and water, where did he go?

Tell me clearly, Shams of Tabriz,
Of whom it is said, “The sun never dies” — where did he go?
 
 Translated from the Persian",Jalal al-Din Rumi,ghazal,Ghazal,"This poem is a ghazal because it features the hallmark characteristics of ghazal poetry: it consists of a series of autonomous yet thematically connected couplets, each concluding with the repeated refrain ""where did he go?"" (a radif) and often addressing the subject of longing and separation. Additionally, the imagery of love, mysticism, and divine connection, as well as the direct reference to Shams of Tabriz—a key figure in classical Persian ghazals—affirms the categorization of this poem as a ghazal.",Refrain,0.95
"“No, I wasn’t meant to love and be loved”","No, I wasn’t meant to love and be loved.   
If I’d lived longer, I would have waited longer.   

Knowing you are faithless keeps me alive and hungry.   
Knowing you faithful would kill me with joy.   

Delicate are you, and your vows are delicate, too,   
so easily do they break.   

You are a laconic marksman. You leave me   
not dead but perpetually dying.   

I want my friends to heal me, succor me.   
Instead, I get analysis.   

Conflagrations that would make stones drip blood   
are campfires compared to my anguish.   

Two-headed, inescapable anguish!—
Love’s anguish or the anguish of time.   

Another dark, severing, incommunicable night.   
Death would be fine, if I only died once.   

I would have liked a solitary death,   
not this lavish funeral, this grave anyone can visit.   

You are mystical, Ghalib, and, also, you speak beautifully.   
Are you a saint, or just drunk as usual?",Mirza Asadullah Khan Ghalib,ghazal,,,,
All American Ghazal,"On our first date, I admit I haven’t left since arriving to this country.
So, of course, being dramatic, I became a poet’s country.

Years after divorce, I lost a custody fight, in part, because of
my status—so, indeed, a free country.

Pho in the South End. Oxtail in Queens. Tinned fish. Cannoli in
Little Italy. No-contact delivery. The food of my country.

Fifty or so provincial patches of grass—upon closer look—leaves. 
The edge, where people live, frays in this country.

“We can work on human rights while negotiating,” the Senator 
says, “the prospects of nuclear war in our country.”

I was born in the Philippines, so my native tongue is partisanship.
I’m many parties. I’m made impartial by my country—

a professional, ministerial office holder. A biblical fortune.
It’s libidinal, the we in the ballad that makes a land.

It’s provisional, the line that cuts through sand. I is a line
with a place to stand. I is a framing device. What good is a nation. 

Parts of speech like mine fragment. Cut. Clean. I’m rightless 
but I have capital. Charge me, Dujie, precis a person. ",Dujie Tahat,ghazal,,,,
Even The Rain,"What will suffice for a true-love knot? Even the rain?

But he has bought grief’s lottery, bought even the rain.

“Our glosses / wanting in this world”—“Can you remember?”

Anyone!—“when we thought / the poets taught” even the rain?

After we died—That was it!—God left us in the dark.

And as we forgot the dark, we forgot even the rain.

Drought was over. Where was I? Drinks were on the house.

For mixers, my love, you’d poured—what?—even the rain.

Of this pear-shaped orange’s perfumed twist, I will say:

Extract Vermouth from the bergamot, even the rain.

How did the Enemy love you—with earth? air? and fire?

He held just one thing back till he got even: the rain.

This is God’s site for a new house of executions?

You swear by the Bible, Despot, even the rain?

After the bones—those flowers—this was found in the urn:

The lost river, ashes from the ghat, even the rain.

What was I to prophesy if not the end of the world?

A salt pillar for the lonely lot, even the rain.

How the air raged, desperate, streaming the earth with flames—

To help burn down my house, Fire sought even the rain.

He would raze the mountains, he would level the waves;

he would, to smooth his epic plot, even the rain.

New York belongs at daybreak to only me, just me—

To make this claim Memory’s brought even the rain.

They’ve found the knife that killed you, but whose prints are these?

No one has such small hands, Shahid, not even the rain.",Agha Shahid Ali,ghazal,Ghazal,"This poem is a ghazal because it follows the form's key structural characteristics: it consists of a sequence of independent couplets (sher), each of which functions as a unified entity while contributing to the overall themes of the poem. The poem adheres to the ghazal's use of a repeated refrain (known as the *radif*), ""even the rain,"" which appears at the end of the second line in each couplet. There is also a rhyme (*qafia*) before the refrain, with examples like ""knot / bought,"" ""dark / forgot,"" and ""house / what."" Additionally, the final couplet includes the poet's name or signature, as traditional ghazals often conclude with a reference to the poet (in this case, ""Shahid""). The themes of sorrow, love, memory, and longing are central to the ghazal tradition and are evident throughout this poem.",Refrain,1.0
Orange,"If I have a gender, let it be a history learned from orange
Freak            Sun Sucker           Queer            Orange Boy

Rumor of 6th grade sunrise, dressed in you I was a child
of unspeakable obsession. Archaic language, Giolureade

Until Margaret Tudor, Queen of Scots. Her lips unlocked
your sarcenet line, my fingers knew taste before the orange

Dared on Norwood apartments, Dutch colonies
hunted man straight into your family crests of orange

Scraped from dust to crown our bruises, warriors we
stared directly into the sun, Tainos dyed in orange

As if we always knew we were history. Amber hardened into gold
tricking mortals, mortals tricking gods asking Was it the fruit or the color?

First, Tibbets’ grove, millions of fruits grafted
instead of born, from two parent orange trees

The key to a philosopher’s stone: Colormen flirting
with volcanos to retrieve your arsenic orpiment

Forever in danger of sliding into another color, I ran
after you, tracing rivers and creeks and streams of citrus

The Washington Navel Orange, a second fruit protruding:
not a twin, nor translation, but a new name every season.",Noel Quiñones,ghazal,,,,
Ghazal Circling Fatherhood,"My mother exalts her long-gone father.
Driving home, laments the failings of my father.

Sees her ex-husband in my excuses,
tells me: That’s just like your father. 

On holiday, he sneaks away to work;
I take a work call. Like son, like father.

Before, I tried to outrun my shadow
when sun met twilight, like Earth’s late father.

God sacrificed his son for his life’s work.
So we sing heavenward to honor the Father,

the Son, and the Holy Spirit—Forgive me,
for I have sinned, become my own father—

not who raised me, but those who claim me
as theirs. The stone-jawed men who father

havoc through absence, posture a myth for
any gaze. How many don’t know their father?

I’m at my kids’ school, bath time, rubbing their backs
before bed. They will know their father

as the one who showed up & always stayed,
bleary-eyed, did anything to father.

My mother fears she will be forgotten,
invoking Time, like others, as a father.

My wife notes the shifting sky above us.
What gravity gives birth to a father?",Carlos Andrés Gómez,ghazal,,,,
Ghazal: Sea,"As Karen Blixen said, the cure’s the sea
—or sweat, or tears—but I prefer the sea.

In fact, it’s homeopathy. Why cry
with eyes baptised (if reddened) by the sea?

The metaphors of fabric come to mind:
cool silk or aqua velvet, summer sea

            (or better, come to body: intimate,
            enveloped skin on skin, the lover sea).

The bone-ache deep, the pains gone unexplained:
for now just dive, ameliorator sea.

The “mermaid’s tears,” smoothed glass or plastic: lovely
but hazardous to creatures of the sea.

This evening’s rough: Poseidon snaps my straps.
Pathetic fallacy, bipolar sea.

And in their one-piece suits, the ladies age
and silver, laugh and rage: September sea.

For whatever we lose(like a you or a me)
it’s always ourselves we find in the sea.",Moira Egan,ghazal,Ghazal,"This poem is a ghazal because it follows the structural pattern and thematic elements commonly associated with the form. Each couplet in the poem stands as an independent unit, with the final word or phrase of the second line of each couplet repeating a rhyming scheme, highlighting the refrain: ""the sea."" Ghazals are often marked by themes of longing, loss, and emotional intensity, all of which are present in this poem's meditative exploration of the sea as a metaphor for healing, transformation, and self-discovery. Moreover, the poem uses both the formal refrains and a reflective tone that links the couplets while maintaining their autonomy.",Refrain,0.97
Swan Song,"They say when the time comes for a swan to die,
it goes where other swans have gone to die.

They say as the last night begins to fall,
it trails behind the setting sun to die.

And it sings ghazals, as though it wished between
the pages of its own divan to die.

They say a swan loves only once and will
return to where its love was won to die.

Making its deathbed where it first made love,
it can forget it has withdrawn to die.

Are these tales true? In the desert, where I live,
no swan has come, not a single one, to die.

But then they say that swans return to water,
in whose embrace life was begun, to die.

Open your arms, my dear, and slake my thirst:
the time has come for one more swan to die.",Armen Davoudian,ghazal,,,,
Ghazal of Oranges,"On New Year’s Eve, my father overfills the baskets with oranges,
mangoes, grapes, grapefruits, other citrus too, but mostly oranges.

The morning of the first, he opens every window to let the new year in.
In Chinatown, red bags sag with mustard greens and mandarin oranges.

A farmer in a fallow season kneels to know the dirt. More silt than soil,
he wipes his brow and mumbles to his dog: time to give up this crop of oranges.

The woman knows she let herself say too much to someone undeserving.
She lays her penance on her sister’s doorstep: a case of expensive oranges.

At the Whitney, I take a photo of a poem in a book behind the glass.
Above it, a painting: smears of blue, Frank O’Hara, his messy oranges.

The handsome server speaks with his hands: Tonight is grilled octopus
with braised fennel and olives, topped with peppercress, cara caras, and blood oranges.

No one at the table looks up, ashamed by the prices on the chic menus.
The busser fills my water and I inhale him: his faraway scent of oranges.

Seventh grade, Southern California: we monitored the daily smog alerts.
Red: stay inside. White: play outside. I forget what warning orange is.

Clutch was serious about art and said our final projects could be
whatever . . . performative . . . like, just show up with a wheelbarrow full of oranges.

Jan, in all of those first six years, why is all you can remember this:
the mist rising in the sunny air as you watched her peeling oranges.",Jan-Henry Gray,ghazal,Ghazal,"This poem is a ghazal because it adheres to the traditional form of using couplets (shers) that are self-contained but united by a recurring refrain (“oranges”) at the end of the second line of each couplet. This refrain serves as a central motif throughout the poem and provides cohesion, which is a defining feature of the ghazal form. The poem also incorporates diverse and disparate images to create emotional resonance while circling back to the theme, another hallmark of the ghazal tradition. Furthermore, the poet inserts their name (“Jan”) in the last couplet, which is a common characteristic of traditional ghazals (called ""takhallus"").",Refrain,0.98
What of Fire?,"My therapist has approved my drinking of three whiskeys per night,
her eyes forbearing, knowing well the ruthlessness of night.

The sun having fled as a father might flee, my cousin fathered
a narrow terror while he robbed, with a pistol, a fellow citizen one night.

The encouraging lies of a mother are greatly underpaid job-keepers;
slovenly kings have dealt much wrong money to generals and knights.

My childhood was a lengthy scene of make believe and disaccord—
my favorite things being rain and watching my mother’s cigarettes ignite.

What of fire, among its timelessness and musculature, is not
more divine when burning past the open gates of night?",Marcus Jackson,ghazal,Ghazal,"This poem is a ghazal because it follows the traditional structure of couplets (sher), with each couplet being self-contained and thematically complete. There is also a repetitive use of a refrain phrase or word (""of night""/""the night"") at the end of the second line in many couplets, which is a characteristic feature of ghazals. Additionally, the tone and themes, such as longing, personal strife, and exploration of universal truths like night and fire, resonate with the introspective and philosophical nature of the ghazal form.",Refrain,0.95
Ghazal !,"A lot more malaise and a little more grief every day,

aware that all seasons, the stormy, the sunlit, are brief every day. 

I don’t know the name of the hundredth drowned child, just the names

of the oligarchs trampling the green, eating beef every day,

while luminous creatures flick, stymied, above and around

the plastic detritus that’s piling up over the reef every day.

A tiny white cup of black coffee in afternoon shade,

while an oud or a sax plays brings breath and relief every day. 

Another beginning, no useful conclusion in sight‚—

another first draft that I tear out and add to the sheaf every day. 

One name, three-in-one, ninety-nine, or a matrix of tales 

that are one story only, well-springs of belief every day.

But I wake before dawn to read news that arrived overnight

on a minuscule screen , and exclaim  ?? ???? every day.",Marilyn Hacker,ghazal,Ghazal,"This poem is a ghazal because it adheres to the traditional structure and themes of the form. Each couplet stands alone as an independent thematic unit, yet the repeating refrain (""every day"") creates a unifying thread throughout the poem. Furthermore, the poem employs a radif (repeating phrase at the end of the second line of each couplet) and maintains the use of a monorhyme scheme before the radif, which are hallmark features of ghazal construction. The themes of despair, fleeting beauty, and existential reflection tie into the often philosophical or emotional focus of a ghazal.",Refrain,0.95
Vindication,"They signed The Declaration of Sentiments

with nib of rib, the right to suffrage their daring

Called ugly then witch, pretty then weak

to be at once woman and voter, their daring

Hunger, headaches, heartaches, hatred, death

all this, and more, it cost them, their daring

As men are born, with God’s grace, so are women

they urged and argued with brains and daring

With firm convictions and hopes of fallen yokes

steadfast they marched nursing dreams of future daring

Sojourner, Dolores, their daughters left behind

now work against voter suppression with daring

There is more work on the horizon, more

yeast to knead into the bread of their daring

Persist Claudia! in mind and body be

not ugly, not pretty, but ablaze with daring.",Claudia Castro Luna,ghazal,Ghazal,"This poem is a ghazal because it follows the conventions of this form—composed of loosely connected couplets, each of which ends with the same refrain (""their daring""). The repetition of the refrain is a defining feature of the ghazal form, and the poet inserts their name or identity (""Claudia"") in the final couplet, which is another hallmark of a traditional ghazal. The poem also includes a reflective tone and focuses on themes of persistence and resistance, which resonate deeply with the ghazal's roots in expressing longing and resilience.",Refrain,0.95
